QUEST_UNUSED_20180327_000200	辛苦了。{nl}烈焰法師的學員都出面了，這下寒冰法師大師應該也不能袖手旁觀。{nl}在那之前我們慢慢聊有關火焰魔法的事吧。	수고했어.{nl}파이로맨서 수련생도 나섰는데 크리오맨서 마스터도 이젠 가만히 있지 못할거야.{nl}그때까지 천천히 불의 마법에 대해 얘기해 보자고.				파이로맨서 마스터
QUEST_UNUSED_20180327_000201	其他大師正在毀謗我。{nl}他們說怪物對柯拉佩達造成威脅，但我卻不出手阻止。{nl}	다른 마스터들이 절 헐뜯고 있어요.{nl}몬스터가 클라페다를 위협하는데 나서지 않는다고요. {nl}				크리오맨서 마스터
QUEST_UNUSED_20180327_000202	對付那區區怪物需要我出馬嗎？{nl}如果你替我出面，我就教你寒冰法師的魔法。	별 것도 아닌 몬스터를 상대하는데 저까지 나서야겠습니까?{nl}당신이 대신 나서 주신다면, 크리오맨서의 마법을 가르쳐 드리지요.				크리오맨서 마스터
QUEST_UNUSED_20180327_000203	原來是夏奧雷伊西邊森林的鋼鐵巴溫啊。{nl}雖然我沒興趣但我也有耳朵，會聽見也是沒辦法的事。	샤울레이 서쪽 숲의 아이언바움이라고 하는군요.{nl}관심 없어도 귀가 있으니 들리는 건 어쩔 수 없어요.				크리오맨서 마스터
QUEST_UNUSED_20180327_000204	真令人期待，不知道烈焰法師大師看到被打倒的鋼鐵巴溫會說什麼。{nl}我就依約定教你寒冰法師的魔法吧。	파이로맨서 마스터가 널브러진 아이언바움을 보고 무슨 말을 할지 참 기대되는군요.{nl}약속대로 크리오맨서의 마법을 가르쳐 드리겠습니다.				크리오맨서 마스터
QUEST_UNUSED_20180327_000205	念力法師大師	사이코키노 마스터				
QUEST_UNUSED_20180327_000206	我有個委託絕對不想被鎖鏈法師大師搶走。{nl}如果你替忙碌的我處理那件委託，我就教你念力的運用方法。怎麼樣？	링커 마스터에게 절대로 빼앗기고 싶지 않은 의뢰가 있네.{nl}자네가 바쁜 나 대신 그 의뢰를 처리해준다면 초능력의 운용법에 대해 가르쳐 주지. 어떤가?				사이코키노 마스터
QUEST_UNUSED_20180327_000207	那不是什麼難事啦。{nl}有狼人在這個礦山村莊徘徊，把牠消滅掉再來找我就行了，很簡單啊。	별로 어려운 것은 아니야. {nl}이 광산 마을을 배회하는 웨어울프를 처치하고 오면 되는 간단한 일이네.				사이코키노 마스터
QUEST_UNUSED_20180327_000208	我以前也吃過幾次虧。{nl}但有像你這樣的門生在，我應該不會再輸給鎖鏈法師大師了。	예전에도 몇 번이나 골탕을 먹었었지.{nl}하지만 자네같은 제자가 있다면 더 이상 링커 마스터에게 지진 않을거네.				사이코키노 마스터
QUEST_UNUSED_20180327_000209	厲害！{nl}現在別管鎖鏈法師大師了，我們來聊聊念力吧。	훌륭하군!{nl}링커 마스터는 이제 내버려두고, 우린 초능력에 대해 심도있는 대화나 나눠보세.				사이코키노 마스터
QUEST_UNUSED_20180327_000210	鎖鏈法師大師	링커 마스터				
QUEST_UNUSED_20180327_000211	如果想學我的魔法，你必須替我做事。{nl}請搶先念力法師大師消滅出現在礦山村莊的狼人。	제 마법을 배우고 싶다면 당신이 해줘야 할 일이 있어요.{nl}광산 마을에 나타난 웨어울프를 사이코키노 마스터보다 더 빠르게 처치해 주세요.				링커 마스터
QUEST_UNUSED_20180327_000212	狼人不好對付，但如果是你，應該能消滅牠。{nl}你不是希望成為鎖鏈法師嗎？	웨어울프는 만만치 않은 몬스터지만, 당신이라면 당연히 물리칠 수 있을 거예요.{nl}링커 지망생이잖아요?				링커 마스터
QUEST_UNUSED_20180327_000213	做得很好。真想知道念力法師大師看到被打倒的狼人後會做出什麼表情。{nl}我會依約定把我的魔法傳授給你。	잘했어요. 사이코기노 마스터가 널부러진 웨어울프를 보고 어떤 얼굴일지 궁금하네요.{nl}약속대로 제 마법을 전수해 드리지요.				링커 마스터
QUEST_UNUSED_20180327_000214	朝聖者 泰伍皮里斯	순례자 테오필리스				
QUEST_UNUSED_20180327_000215	呃… 朝聖者？不… 請問是啟示者嗎？雖然你看起來好像有什麼疑問，但我連動一下都很辛苦。{nl}	으.. 순례자? 아.. 계시자님이십니까? 궁금한 게 있어 보이지만, 꼼짝 하기도 힘듭니다. {nl}				순례자 테오필리스
QUEST_UNUSED_20180327_000216	水… 我想喝點水，請幫我拿水過來。	물.. 물을 좀 마셨으면 좋겠는데, 물을 좀 가져다 주세요.				순례자 테오필리스
QUEST_UNUSED_20180327_000217	雖然沒有能詳細說明的力氣… 從，從拼死躲避那些傢伙那天後就變成這樣了。{nl}	자세히 설명할 기운이 없지만.. 그, 그놈들로부터 죽을 힘을 다해 도망 나오다보니 이렇게 되었죠. {nl}				순례자 테오필리스
QUEST_UNUSED_20180327_000218	連站都站不起來。等我喝完水再跟你詳細說明…	서 있을 수도 없네요. 자세한 설명은 물을 좀 마시고 나서..				순례자 테오필리스
QUEST_UNUSED_20180327_000219	就算是下面墓碑那邊的露水，喝一點應該會好一點。	아래쪽에 묘비에 있는 이슬이라도 좀 모아서 마시면 괜찮으려나 싶습니다.				순례자 테오필리스
QUEST_UNUSED_20180327_000220	就算是墓碑那邊，但它是露水… 應該可以喝吧。	묘비에서 구한다고는 해도 이슬이니까.. 마실 수는 있겠지요.				순례자 테오필리스
QUEST_UNUSED_20180327_000221	來，請給我吧。謝謝！	아, 이리 주십시오. 감사합니다!				순례자 테오필리스
QUEST_UNUSED_20180327_000222	以前很清幽的這個地方現在因為怪物出沒而不得安寧。	예전엔 고요했던 이곳이 이제 몬스터들로 잠시도 조용할 때가 없습니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000223	不管那個怪物的話牠會攻擊聚集而來的靈魂並且將之汙染。	저 몬스터를 그냥 두면 이곳에 모여드는 영혼을 공격하고 더럽힐 것입니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000224	不管怎麼說那些傢伙數量總算有減少，我心情是有好一點。	녀석들이 조금이라도 줄어드니 기분이 나아졌습니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000225	許多人們把家人的骨灰盒埋在這個地方。{nl}現在都被怪物們給挖開，就將骨灰盆改成安置在地面上了。	사람들은 가족의 유골함을 이곳에 묻어두곤 했습니다.{nl}지금은 몬스터들이 전부 파헤치기 때문에 땅 위에 방치되어 있습니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000226	有一陣子常常能聽到先人們悲傷的啜泣聲… 一段令人懷念的時光。	이곳에 유족들의 슬픈 울음소리가 잠깐씩 들리던 그 시절이.. 가장 좋은 시절이었습니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000227	還是有很多無法回收的遺物，但幸好還是守住一部分的遺物。	아직 거두지 못한 유물함이 많겠지만, 이나마 지켜내서 다행이라 생각합니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000228	其他貓頭鷹雕像必須引導的靈魂們正往這裡來。{nl}關口附近一定是出事了。	다른 부엉이 조각상들이 인도해야 할 영혼들이 돌아오고 있습니다.{nl}관문 부근에 문제가 생긴 것이 분명합니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000229	不知道發生甚麼事，總覺得我們好像被騙了。	뭔지 모르지만, 우리가 뭔가에 기만당하고 있는 느낌이 듭니다				약한 부엉이 조각상
QUEST_UNUSED_20180327_000230	不愧是魔族啊！{nl}正干擾著這裡的清靜。	역시 마족이었군요.{nl}이곳의 고요를 녀석이 더럽히고 있었습니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000231	說不定那些奔向北方的靈魂們知道有關那傢伙的情報。	북쪽으로 달아난 영혼들이 녀석에 대한 정보를 알고 있을지 모릅니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000232	迷路的靈魂	길 잃은 영혼				
QUEST_UNUSED_20180327_000233	您還活著啊…{nl}但你現在的處境也不安全。	당신은 살아 있군요..{nl}하지만 당신도 결코 안전하지 않습니다.				길 잃은 영혼
QUEST_UNUSED_20180327_000234	我不知道魔族在低吟甚麼…但那關口的門一定得打開才行。	마족이 무슨 꿍꿍인지는 모르겠습니다만… 저 관문은 꼭 열려야합니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000235	大家都向更深處去尋找貓頭雕像了。{nl}能否幫我們逃出這裡呢？	모두 더 깊은 곳으로 부엉이 조각상을 찾아갔어요.{nl}우리가 이곳에서 탈출할 수 있게 좀 도와주시겠습니까?				길 잃은 영혼
QUEST_UNUSED_20180327_000236	怪物為了吸收靈魂而追上來了。{nl}被牠們逮到的話會被邪惡力量感染。	몬스터는 영혼을 흡수하려고 쫓아 다닙니다.{nl}그들에게 사로잡히면 사악한 힘에 물들어 버리죠.				길 잃은 영혼
QUEST_UNUSED_20180327_000237	太感謝了！{nl}可以找機會逃跑啊…	정말 고맙습니다!{nl}이 틈을 노려서 떠날 수 있겠군요..				길 잃은 영혼
QUEST_UNUSED_20180327_000238	依依不捨的靈魂	미련 많은 영혼				
QUEST_UNUSED_20180327_000239	我都知道。{nl}先行前往北邊的靈魂們沒辦法到達目的地的。{nl}不過可利用其他貓頭鷹雕像幫助指引方向。{nl}但我因為丘陵上方的吉伯優南瓜精沒辦法去…	저는 알고 있어요.{nl}앞서 북쪽으로 갔던 영혼들은 그곳에 도달할 수 없을 거예요.{nl}하지만 이 위쪽에 다른 부엉이 조각상으로 갈 수 있는 길이 있어요.{nl}언덕 위의 사크몰리들 때문에 저는 갈 수 없지만..				미련 많은 영혼
QUEST_UNUSED_20180327_000240	怪物們為什麼要追著我們跑啊…{nl}好累喔…死也不要…	몬스터들은 왜 우리를 쫓아 다니는 것일까요..{nl}괴롭습니다.. 죽어서도..				미련 많은 영혼
QUEST_UNUSED_20180327_000241	你說的都是事實嗎？{nl}真叫人生氣…	그 말이 사실인가요?{nl}길이 막혀있다니..				미련 많은 영혼
QUEST_UNUSED_20180327_000242	沒別的辦法了。{nl}我先告訴你那靈魂的去向吧。{nl}往北邊前進有個貓頭鷹雕像。先到那裏去看看吧。	어쩔 수 없네요.{nl}일단 그 영혼들이 어디로 향했는지 알려드릴게요.{nl}북쪽으로 나아가면 부엉이 조각상이 하나 있습니다. 그곳으로 가보세요.				미련 많은 영혼
QUEST_UNUSED_20180327_000243	等牠們湧進之前想趕快離開…	다시 녀석들이 몰려오기 전에 떠나고 싶어요..				미련 많은 영혼
QUEST_UNUSED_20180327_000244	神聖的貓頭鷹雕像	신성한 부엉이 조각상				
QUEST_UNUSED_20180327_000245	不久前才被變異的死亡魔特斯攻擊。{nl}再這樣下去我的木製身軀會被粉身碎骨的！	저는 얼마전부터 변이된 데스모두스에게 계속 공격당하고 있습니다.{nl}나무로 만들어진 제 몸도 이대로라면 곧 부서지겠죠!				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000246	我不想再讓您拜託我保管的骨灰盆或靈魂迷失方向…	제게 맡겨진 유골함이나 영혼들을 또 다시 방황하게 만들고 싶진 않습니다…				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000247	體型雖小卻是很心狠手辣的一群傢伙。	작지만 악랄한 녀석들이죠.				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000248	雖然感到悲傷，我們雕像現在無法執行雕刻家給予的任務。{nl}只能在一旁保護他…{nl}	슬프지만, 우리 조각상들은 지금 조각가님께서 부여한 임무를 수행 할 수 없습니다.{nl}저 자신을 보호할 수만 있다면..{nl}				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000249	你該負責的靈魂太多了。	책임져야할 영혼들이 너무 많습니다.				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000250	真是優秀啊！	훌륭하군요!				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000251	請往南邊走吧！{nl}可以找到像我一樣的破碎雕像的。	남쪽으로 가세요.{nl}저처럼 부서져 가는 조각상이 있을 겁니다.				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000252	憂鬱的貓頭鷹雕像	우울한 부엉이 조각상				
QUEST_UNUSED_20180327_000253	看到活著的人過來真的很神奇！{nl}每天都守著靈魂們很久沒看到活人了。	살아있는 사람이 이곳에 오다니 신기하군요.{nl}영혼들을 보지 못한지 몇 년은 지난 것 같습니다.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000254	託您的福我才能撐過這些年。	당신 덕분에 여기서 몇 년은 버틸 수 있을 것 같습니다.				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000255	您目睹的怪物就是把我們逼到絕境的幽靈范托群。{nl}為了阻止怪物橫行，必須清除空空的貓頭鷹。{nl}幽靈范托群正利用陷阱。{nl}必須至溪谷深處確認空空的貓頭鷹雕像。	당신이 목격한 몬스터들은 저희를 궁지로 몰아넣은 할로우벤터 무리입니다.{nl}몬스터들을 막기 위해서는 텅 빈 부엉이들을 제거해야 합니다.{nl}할로우벤터 무리가 덫으로 이용하고 있으니 말입니다.{nl}계곡 깊은 곳의 텅 빈 부엉이 조각상들을 확인해야합니다.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000256	靈魂前往尋找貓頭鷹。{nl}但被空空的貓頭鷹給吃掉了。{nl}這傢伙很清楚靈魂在來找我們的路上會迷路。	영혼은 부엉이들을을 찾아갑니다.{nl}하지만 텅빈 부엉이에게 먹혀버리지요.{nl}녀석은 영혼들이 우릴 찾아 헤맨다는 사실을 너무 잘 알고 있습니다				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000257	我以為這些雕像都會被利用…	그렇게 많은 조각상을 이용하고 있을 줄이야..				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000258	你見到的靈魂所說的地方就是它們為了來找我們貓頭鷹前來的地方。{nl}現在這裡則到處充滿了幽靈范托群安裝的陷阱。{nl}幽靈范托群陷阱對誰都是種威脅。	당신이 만난 영혼들이 말한 곳은 영혼들이 우리 부엉이들을 찾아 왔던 곳이었습니다.{nl}지금은 할로우벤터 무리가 설치한 함정으로 가득하죠.{nl}할로우벤터 무리의 함정은 누구에게나 위협이 됩니다.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000259	靈魂迷路的話會去找其他靈魂。{nl}靈魂就是這個時候會掉入發亮的陷阱。	영혼은 길을 잃으면 또 다른 영혼을 찾아갑니다.{nl}밝게 빛나는 함정은 그런식으로 영혼들을 유혹하지요.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000260	好多陷阱啊…	많은 함정이 있었군요..				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000261	拿著鑰匙的幽靈范托應該就在周圍…{nl}真奇怪呢。	열쇠를 가진 할로우벤터가 주변에 있을 텐데..{nl}이상하군요.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000262	必須清除附近的幽靈范托群牠們才會出現。{nl}不出現的話就硬拖出來。	주변 할로우벤터 무리를 처치해야 나타날 것 같습니다.{nl}나오지 않는다면 끌어내야겠지요.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000263	那些怪物是從哪冒出來的？	저 몬스터들은 어디서 나타난 것일까요?				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000264	這樣還不出來的話..{nl}就是在	이래도 나오지 않았다면..{nl}짚이는 곳이 있습니다..				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000265	持有鑰匙的幽靈范托竟然不出來…{nl}應該就在我告訴你的那個地方。	이래도 열쇠를 가진 할로우벤터가 나오지 않는다니..{nl}반드시 제가 알려드린 곳에 있을 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000266	等您到達的時候他會顯現原本面貌的。	당신이 도착하면 분명히 모습을 드러낼 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000267	這個…是關口的鑰匙。	이건.. 관문 열쇠입니다.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000268	用鑰匙打開關口的門吧！{nl}指引靈魂的領路人靈魂就在關口的對面。{nl}那個靈魂會幫助你的。	열쇠로 관문을 여십시오.{nl}관문의 건너편에 영혼들을 인도해주는 길잡이 영혼이 있을 겁니다.{nl}그 영혼이 당신을 도와줄 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000269	靈魂中偶爾會有人不想接受指引，而留下來幫助別人。就是不同類的靈魂。	가끔 영혼들 중엔 인도받기보단 남아서 봉사하는 분들이 있습니다. 그 영혼은 그런 부류입니다.				우울한 부엉이 조각상
QUEST_UNUSED_20180327_000270	領路人靈魂	길잡이 영혼				
QUEST_UNUSED_20180327_000271	你好！{nl}啊…原來是活人啊！	안녕하세요!{nl}아.. 살아계신 분이군요.				길잡이 영혼
QUEST_UNUSED_20180327_000272	我也錯過了接受指引的時間了。但是我可沒有因此而墮落。{nl}在你來之前，沒有我必須指引的靈魂，我正想放棄呢。{nl}現在請幫我打開關口吧！{nl}還有請告知對面的貓頭鷹雕像這裡非常安全！	저는 이미 인도받을 시기가 지났습니다. 하지만 절대로 타락하지 않았죠.{nl}당신이 오기 전까진 제가 안내해야 할 영혼이 없어서 포기하고 있던 참입니다.{nl}이제 가서 저 관문을 열어주세요.{nl}그리고 건너편의 부엉이 조각상에게 이제 여긴 안전하다고 꼭 전해주세요!				길잡이 영혼
QUEST_UNUSED_20180327_000273	我嗎？要說我的事的話可說不完啊…	저요? 제 이야기를 하려면 사연이 너무 많은데…				길잡이 영혼
QUEST_UNUSED_20180327_000274	要消滅魔族的話，我以為那些部下都消失了呢… {nl}結果不是啊！謝謝你幫我開門。	마족을 처치하면 그 부하들이 사라질 줄 알았는데..{nl}아니었군요. 문을 열어 주셔서 감사합니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000275	請聽從領路人靈魂的建議。{nl}迷失的靈魂需要你的幫助…	길잡이 영혼에게 조언을 들으세요.{nl}헤매는 영혼에게 도움이 필요합니다..				약한 부엉이 조각상
QUEST_UNUSED_20180327_000276	這樣我很困擾。那力量若是屬於魔族的話會怎麼樣呢？	곤란하네요. 그 힘이 또 마족이면 어떡하죠?				약한 부엉이 조각상
QUEST_UNUSED_20180327_000277	啊，原來你在說那個靈魂啊！{nl}它在丘陵高處四處徘徊找不到路。	아, 그 영혼을 말씀하시는군요.{nl}그건 언덕 높은 곳에서 헤매고 있습니다.				길잡이 영혼
QUEST_UNUSED_20180327_000278	如果您要確定要出發的話我會替你指引路的。{nl}但是在路上有很多黑暗史萊姆。{nl}對您來說是一大威脅啊。	가시겠다면 방향을 알려드리겠습니다.{nl}하지만 가시는 길에 다크슬라임이 많이 있습니다. {nl}분명 당신에게 큰 위협이 될 것입니다.				길잡이 영혼
QUEST_UNUSED_20180327_000279	我有把握那絕對不是魔族。{nl}但是我有點搞混。	확실한 것은 그게 결코 마족이 아니라는 것입니다.{nl}그런데  매우 혼란스러워 보입니다.				길잡이 영혼
QUEST_UNUSED_20180327_000280	不知名的靈魂	이름 모를 영혼				
QUEST_UNUSED_20180327_000281	預知的貓頭鷹雕像	예지의 부엉이 조각상				
QUEST_UNUSED_20180327_000282	終於來到這一步了。	드디어 여기까지 오셨군요.				예지의 부엉이 조각상
QUEST_UNUSED_20180327_000283	進行試驗之前，必須先消滅附近的怪物，{nl}不能就這樣直接進行試驗。	시험을 치르기 전에 근처의 몬스터를 처치할 필요가 있습니다.{nl}이대로 시험을 치를 수는 없습니다.				예지의 부엉이 조각상
QUEST_UNUSED_20180327_000284	你確實正在成長當中。	당신은 확실히 성장하고 있습니다.				예지의 부엉이 조각상
QUEST_UNUSED_20180327_000285	你確實就是我在等待的那個人。	확실히 당신은 제가 기다렸던 분이 맞습니다.				예지의 부엉이 조각상
QUEST_UNUSED_20180327_000286	那就開始試驗吧，{nl}你必須叫醒要擔任試驗官的貓頭鷹，{nl}請喚醒三個雕像，並且進行三種試驗。	그럼 시험을 시작하겠습니다.{nl}당신은 시험관이 될 부엉이들을 깨워야 합니다.{nl}세 개의 조각상을 깨우고 세 가지 시험에 도전하십시오.				예지의 부엉이 조각상
QUEST_UNUSED_20180327_000287	相信你一定有能力完成。	당신이라면 충분히 해내실 수 있습니다.				예지의 부엉이 조각상
QUEST_UNUSED_20180327_000288	試驗管貓頭鷹雕像	시험관 부엉이 조각상				
QUEST_UNUSED_20180327_000289	我會在試驗場所等你，{nl}也請去叫醒試驗管貓頭鷹吧。	저는 시험장소에서 기다리고 있겠습니다.{nl}나머지 시험관 부엉이들도 깨워주세요.				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000290	很高興見到你，{nl}叫醒我…{nl}是為了挑戰試驗嗎？	반갑습니다.{nl}저를 깨우셨다는 건.. {nl}시험에 도전하시는 것입니까?				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000291	我會在試驗場所等你，{nl}祝你好運…	시험장소에서 기다리겠습니다.{nl}무운을 빕니다..				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000292	既然我醒了…{nl}就代表你已經準備參加試驗了吧？	제가 깨어났다는 건..{nl}시험을 치를 준비가 되셨다는 뜻이로군요?				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000293	追隨預知的人呀，那我們就開始進行試驗吧，{nl}請來約定的場所吧…	예지를 따르는 분이시여, 그럼 시험을 시작하겠습니다.{nl}약속된 장소로 와주십시오..				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000294	你已經通過第一項試驗了。	당신은 첫 번째 시험을 통과하셨습니다.				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000295	請準備進行第二項試驗，{nl}準備好後就通知我一聲。	두 번째 시험을 준비해주십시오.{nl}준비되면 제게 말을 걸어 주십시오.				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000296	你已經通過第二項試驗了	당신은 두 번째 시험을 통과하셨습니다.				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000297	這是最後一項試驗，{nl}準備好了嗎？	마지막 시험입니다.{nl}준비는 되셨습니까?				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000298	你已經通過最後一項試驗了，{nl}恭喜你，{nl}接下來請去見預知的貓頭鷹吧。	당신은 마지막 시험을 통과하셨습니다.{nl}축하합니다.{nl}앞으로 나아가 예지의 부엉이를 만나세요.				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000299	現在請前往荊棘林吧，{nl}試驗官會在那邊等著你，{nl}請在指定的位置組合雕像的破片。	이제 가시 숲으로 나아가십시오.{nl}그곳에 당신을 기다리는 분이 계십니다.{nl}정해진 위치에서 조각상의 파편을 하나로 만드십시오.				예지의 부엉이 조각상
QUEST_UNUSED_20180327_000300	請千萬別忘記在這邊學習到的珍貴經驗，{nl}千萬別害怕，請向前邁進吧。	이곳에서 배운 값진 경험을 절대 잊어버리지 마십시오.{nl}두려워하지 말고, 앞을 향해 가십시오.				예지의 부엉이 조각상
QUEST_UNUSED_20180327_000301	我們貓頭鷹們正在等您呢！{nl}歡迎。	우리 부엉이들은 당신을 기다리고 있었습니다.{nl}환영합니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000302	看來你是為了進行試驗才叫醒我的。	시험을 치르기 위해 저를 깨우셨군요.				시험관 부엉이 조각상
QUEST_UNUSED_20180327_000303	暗黑吉嘎利們在那裏徘徊著{nl}雕刻家看到這森林一定會很心痛的…	저기 검은 지그리들이 돌아다니고 있습니다.{nl}조각가님께서 이 숲을 보면 얼마나 슬퍼하실지..				약한 부엉이 조각상
QUEST_UNUSED_20180327_000304	光是看到散佈在那裏的骨灰盆就心痛。	저 앞에 흩어져 있는 유골함만 봐도 가슴이 아픕니다.				약한 부엉이 조각상
QUEST_UNUSED_20180327_000305	赤紅普朗基正威脅我們。{nl}看看牠們在那裏徘徊的樣子。	붉은 푸라기가 우리를 위협하고 있습니다.{nl}저기 돌아다니는 것 좀 보세요.				길 잃은 영혼
QUEST_UNUSED_20180327_000306	暗黑南瓜精在那裏的話…沒辦法穿過那裏。{nl}丘陵上方都是暗黑南瓜精。	검은 사크몰리들이 저기 있는 동안에는.. 지나갈 수 없습니다.{nl}언덕 위에 검은 사크몰리가 가득해요.				미련 많은 영혼
QUEST_UNUSED_20180327_000307	我正在尋找王陵工程中使用的柱子，{nl}如果有看見特別的柱子，請記得告訴我。	전 왕릉 공사에 쓰였던 기둥들을 찾고 있습니다.{nl}혹시 색다른 기둥들을 보신다면 제게 알려주세요.				조각가 힐다
QUEST_UNUSED_20180327_000308	真的很棒吧？{nl}如果可以的話，我真想一輩子都在這邊研究柱子。	정말 멋지지 않습니까?{nl}할 수만 있다면 평생을 여기서 기둥 연구나 하며 살고 싶군요.				조각가 힐다
QUEST_UNUSED_20180327_000309	真是漂亮的雕刻，{nl}看來我得去茲露奇遺址一趟才行。	굉장히 멋진 조각들이네요.{nl}즈루기 유적지로 가봐야겠어요.				조각가 힐다
QUEST_UNUSED_20180327_000310	預知的貓頭鷹	예지의 부엉이				
QUEST_UNUSED_20180327_000311	地獄亡靈擋住了前往荊棘林的路，{nl}想要前往荊棘林，就必須消滅地獄亡靈。	네크로벤터가 가시숲으로 가는 길을 막고 있습니다.{nl}가시숲으로 가기 위해서는 네크로벤터를 처치해야 합니다.				예지의 부엉이
QUEST_UNUSED_20180327_000312	被邪惡汙染的貓頭鷹雕像	악에 물든 부엉이 조각상				
QUEST_UNUSED_20180327_000313	反抗地獄亡靈的人只有死路一條。	네크로벤터께 저항하는 자는 모두 죽는다.				악에 물든 부엉이 조각상
QUEST_UNUSED_20180327_000314	佔領庫雷嶺的地獄亡靈消失了，{nl}庫雷嶺應該會再次恢復和平吧。	쿨레 고개를 점령했던 네크로벤터가 사라졌습니다.{nl}쿨레 고개는 다시 평화로워지겠죠.				예지의 부엉이
QUEST_UNUSED_20180327_000315	我想到可以保護我的方法了。{nl}雖然渺茫但我還是能感覺得到漁人怪吞噬的靈魂們。{nl}如果你幫我找回被漁人怪吞噬的神聖力的話…	저를 보호할 방법이 생각났습니다.{nl}피셔맨들이 집어삼킨 영혼들에서 미미하게나마 신성력이 느껴집니다.{nl}피셔맨들이 삼킨 신성력을 찾아온다면..				신성한 부엉이 조각상
QUEST_UNUSED_20180327_000316	讓人受到治癒的恩澤就能更靠近女神一步。{nl}我會幫助你藉由奉獻達到牧師的更高境界。	치유의 은혜를 베푼다면 더욱 여신께 가까워질 수 있습니다.{nl}봉사를 통해 클레릭의 더 높은 경지를 이룰 수 있도록 제가 도와드릴 수 있답니다.				클레릭 마스터
QUEST_UNUSED_20180327_000317	許多人遭受怪物襲擊後就來到此地。{nl}但我們所擁有的藥草短缺，所以只能進行急救。	많은 분들이 몬스터의 습격을 받고 이곳으로 오십니다.{nl}하지만 저희도 가지고 있는 약초가 동난 터라 응급처치밖에 할 수 없었지요.				클레릭 마스터
QUEST_UNUSED_20180327_000318	謝謝你。{nl}身為牧師大師，我會欣然幫您完成更高的使命。	감사합니다. {nl}클레릭 마스터로서 당신이 더 높은 사명을 이루는 것을 기꺼이 도와드리겠습니다.				클레릭 마스터
QUEST_UNUSED_20180327_000319	怪物的襲擊造成傷者數量增加，但藥草卻供不應求。{nl}請為了那些傷者收集路克索那市場的野花花蕊。	몬스터의 습격으로 다친 분들이 늘었지만 약초는 부족하기만 합니다.{nl}그들을 위하여 록소나 장터의 야생화 꽃술을 모아 주세요.				클레릭 마스터
QUEST_UNUSED_20180327_000320	怪物的巢穴就在這個十字路口的右方。{nl}說不定吃飽撐著的同伴們還待在那裏。	이 사거리의 오른쪽에 몬스터들의 둥지가 있어요. {nl}배가 불러 먹어치우지 못한 동료들이 아직 남아 있을지도 몰라요.				약해진 부엉이 조각상
QUEST_UNUSED_20180327_000321	果然不能小看。沒有受傷吧。{nl}下一個碑文就在前往迪基內岔路的路上。	역시 만만치 않군요. 다친 곳은 없으신지요.{nl}다음 비문은 디키네 갈림길로 가는 길에 있습니다.				사학자 렉시퍼
QUEST_UNUSED_20180327_000322	神的嘴巴是很緊的吧。{nl}王陵大概也一樣吧。	신께선 입이 무겁지요. {nl}왕릉 또한 마찬가지일 겁니다.				사학자 렉시퍼
