QUEST_LV_0400_20180327_000768	{nl}黑蘭塔在受到詛咒影響前，留下了這樣的紀錄，真是太好了。{nl}讀這個紀錄，就能知道他最後跟團員們分散的地方在哪裡。	{nl}헤란다가 저주에 걸리기 전에 이런 걸 남겨 놔서 다행이에요.{nl}이걸 읽어보니 그가 마지막으로 단원들과 헤어진 곳을 알겠어요.				프리스트 셀베카
QUEST_LV_0400_20180327_000769	{nl}他還寫說，有生物在狩獵因為詛咒而四處分散的人，{nl}他躲開了詛咒，讓我安心了...不過，再這樣下去我也無法倖免...	{nl}그리고 저주 때문에 뿔뿔히 흩어진 사람들을 사냥하는 생물이 있다고 적혀있네요.{nl}저주를 피했다고 안심했는데.. 이대론 저도 무사할 수 없겠군요..				프리스트 셀베카
QUEST_LV_0400_20180327_000770	{nl}這個生物就是外面所謂的毒妖花。{nl}為了我跟團員們的安全，你可以幫忙消滅毒妖花嗎？	{nl}이 생물은 바깥에서 러바인러바라고 불리는 생물이군요.{nl}저와 단원들의 안전을 위해 러바인러바를 처치해주실 수 있나요?				프리스트 셀베카
QUEST_LV_0400_20180327_000771	謝謝你，{nl}我得從黑蘭塔的紀錄中，找到我的戀人和其他團員的位置。	감사합니다.{nl}저는 헤란다의 기록에서 제 연인과 다른 단원들의 위치를 좀 더 알아봐야겠어요.				프리스트 셀베카
QUEST_LV_0400_20180327_000772	我的戀人艾德林是基高傭兵團的副團長。{nl}因為擔心他，所以雖然我很懷疑，但還是為了幫他而跟他同行。	제 연인 에델린은 기고 용병단의 부단장이에요.{nl}그가 걱정되서 저는 꺼림칙하지만 도와주기 위해 동행했죠.				프리스트 셀베카
QUEST_LV_0400_20180327_000773	{nl}但完全沒想到事情會變成這樣...{nl}只要找到艾德林，我就要離開這裡，去凱都拉商團本部告發阿塔。	{nl}그런데 일이 이렇게 꼬여버릴 거라곤 생각도 못 했어요..{nl}에델린만 찾으면 이 곳을 나가 케도라 상단 본부에 알타를 고발할 겁니다!				프리스트 셀베카
QUEST_LV_0400_20180327_000774	{nl}阿塔在不知情中把人給趕進死地之中。{nl}這可不是說不知情，就可以被原諒的事...	{nl}알타는 아무것도 모른채로 사람들을 사지로 내몰았습니다.{nl}몰랐다고 용서받을 일이 아니라구요..				프리스트 셀베카
QUEST_LV_0400_20180327_000775	我屏住氣息等著你平安回來，{nl}因為怕被怪物們給發現。	당신이 무사히 돌아오길 숨죽여 기다리고 있었습니다.{nl}녀석들에게 발견될지도 모르니까요.				프리스트 셀베카
QUEST_LV_0400_20180327_000776	找到黑蘭塔留下的紀錄中，他和基高團長最後分手的地方了。{nl}看他們記錄下來的地圖...從這裡再往上走，就是諾潘石柱帶周邊了。	헤란다가 남긴 기록에서 기고 단장과 마지막으로 헤어진 곳을 찾았습니다.{nl}그들이 기록한 지도를 봤을 때.. 여기서 위쪽으로 올라가면 나오는 노반 석주대 주변이군요.				프리스트 셀베카
QUEST_LV_0400_20180327_000777	{nl}基高是傭兵團的首領，跟隨他的團員一定很多！{nl}艾德林可能也在之中。	{nl}기고는 용병단의 우두머리니까 그를 따라간 단원들이 많을 거예요!{nl}그리고 에델린도 있을 수 있구요.				프리스트 셀베카
QUEST_LV_0400_20180327_000778	{nl}請找到他們，將他們帶來這裡吧，{nl}拜託你了！	{nl}그들을 찾아서 이 곳으로 데려와 주세요.{nl}부탁드려요!				프리스트 셀베카
QUEST_LV_0400_20180327_000779	團長基高	단장 기고				
QUEST_LV_0400_20180327_000780	你...是誰...{nl}之前沒見過你...	너는.. 누구지.. {nl}처음보는 얼굴이군..				단장 기고
QUEST_LV_0400_20180327_000781	{nl}求求你幫幫我...{nl}我被牠們攻擊了...	{nl}제발 날 도와줘.. {nl}녀석들에게 당했어..				단장 기고
QUEST_LV_0400_20180327_000782	還是找不到他嗎？{nl}請盡快在他們被怪物獵捕之前找到他們吧...	아직 그를 찾지 못한 건가요?{nl}그들이 몬스터들에게 사냥당하기 전에 어서 찾아주세요..				프리스트 셀베카
QUEST_LV_0400_20180327_000783	{nl}沒有時間了！{nl}	{nl}시간이 없단 말이에요!{nl}				프리스트 셀베카
QUEST_LV_0400_20180327_000784	拜託...拜託...求你了...{nl}幫我找出我的解毒劑...	제발.. 제발.. 부탁이야..{nl}내 해독제를 찾아줘..				단장 기고
QUEST_LV_0400_20180327_000785	{nl}其他團員...都被捉去潘卡斯石柱帶了...{nl}艾德林...也是一樣...	{nl}다른 단원들은.. 녀석들에게 반카스 석주대로 모두 잡혀갔어..{nl}에델린도.. 마찬가지야..				단장 기고
QUEST_LV_0400_20180327_000786	{nl}別想著那些毫無希望的傢伙...求你救救我...{nl}解毒劑...被附近的怪物給拿走了...	{nl}가망없는 녀석들 말고.. 날 살려줘 제발..{nl}해독제는.. 주변 몬스터들이 가져갔어..				단장 기고
QUEST_LV_0400_20180327_000787	拜託.. 拜託..{nl}也救救這個國家..	제발.. 제발..{nl}나라도 살려..줘..				단장 기고
QUEST_LV_0400_20180327_000788	你怎麼會自己一個人回來？{nl}艾德林呢...其他團員呢？	어째서 혼자 돌아오시는 건가요?{nl}에델린은.. 다른 단원들은요?				프리스트 셀베카
QUEST_LV_0400_20180327_000789	{nl}基高團長也像黑蘭塔一樣消失了啊...{nl}不過我們可以知道艾德林人在潘卡斯石柱帶了。	{nl}기고 단장도 헤란다처럼 사라져버린거군요..{nl}하지만 에델린이 반카스 석주대에 있다는 건 알겠어요.				프리스트 셀베카
QUEST_LV_0400_20180327_000790	艾德林...{nl}那麼信任而追隨的團長，陷入危險之中，竟然只顧自己的性命...	에델린..{nl}그렇게 믿고 따르던 단장인데 위험해지니 자기 목숨을 먼저 구걸하다니..				프리스트 셀베카
QUEST_LV_0400_20180327_000791	你怎麼會自己一個人回來...為什麼！{nl}這是我送給艾德林的項鍊...	어째서 혼자 오는거에요.. 왜!{nl}이 목걸이는 제가 에델린에게 선물해 준건데..				프리스트 셀베카
QUEST_LV_0400_20180327_000792	{nl}啊..{nl}很抱歉..	{nl}아..{nl}죄송해요..				프리스트 셀베카
QUEST_LV_0400_20180327_000793	{nl}你冒著生命危險幫我找艾德林的行蹤...{nl}結果我還把你當出氣筒...	{nl}목숨을 걸고 에델린의 행방을 찾아주셨는데..{nl}당신에게 분풀이를 하고 말았네요.				프리스트 셀베카
QUEST_LV_0400_20180327_000794	不能光是待在這裡等著回不來的人。{nl}阿塔...必須受到懲罰。	이 곳에서 돌아오지 못할 사람을 기다리고 있을 순 없어요.{nl}알타.. 그 사람을 벌 해야해요.				프리스트 셀베카
QUEST_LV_0400_20180327_000795	{nl}你別攔我！{nl}就算你攔我我也要去！	{nl}말리지 마세요!{nl}말려도 갈 거예요!				프리스트 셀베카
QUEST_LV_0400_20180327_000796	怎麼會變成這樣..{nl}為何..	어째서 이렇게 돼 버린 겐가..{nl}왜..				케도라 상단원 알타
QUEST_LV_0400_20180327_000797	{nl}要是聖水祭司本部知道這件事的話，我就完蛋了！{nl}雖然對不起團員，但我必須採取行動...	{nl}저 프리스트가 본부에 이 사실을 알리면 난 끝장이야!{nl}단원들에겐 미안하지만 뭔가 대책을 세워야 해..				케도라 상단원 알타
QUEST_LV_0400_20180327_000798	{nl}喂，這裡可不能再發生這種事了。{nl}你聽我說嘛！	{nl}이보게, 여기서 이런일이 또 벌어지면 안되지 않겠는가.{nl}내 이야기를 좀 더 들어보게!				케도라 상단원 알타
QUEST_LV_0400_20180327_000799	照你跟賽貝卡所說，一定還有誰又留下紀錄了。{nl}我們找出那個東西會比較好...	셀베카와 자네 말대로라면 누군가 또 기록을 남겼을거야.{nl}우린 그걸 찾는 게 좋을거 같아..				케도라 상단원 알타
QUEST_LV_0400_20180327_000800	{nl}雖然可能會讓你遭遇危險，但為了阻止其他犧牲者出現，我們必須找出真相！{nl}你可以去找出來嗎？	{nl}자네가 좀 위험할 수도 있겠지만 또 다른 희생자들을 막으려면 진실을 알아야 해!{nl}그러니 좀 찾아봐 줄 수 있겠나?				케도라 상단원 알타
QUEST_LV_0400_20180327_000801	我在想，也許這裡不是傳說中的阿爾蘭必...{nl}這麼一來，我又成了什麼了...	어쩌면 여기가 그 전설 속 알렘빅이 아닌게 아닐까?{nl}그럼 난 어떻게 되는거지..				케도라 상단원 알타
QUEST_LV_0400_20180327_000802	這是...相當有用。{nl}搞不好可以掩蓋這所有的錯誤...	이건.. 굉장히 유용하겠어.{nl}어쩌면 이 모든 실수를 덮어버릴 수 있을 정도로 말이야..				케도라 상단원 알타
QUEST_LV_0400_20180327_000803	{nl}在阿爾蘭必傳說中添加這個故事，那就大致說得通了。{nl}不是嗎？	{nl}알렘빅 전설에 이 이야기를 끼워 맞추면 얼추 모든 게 설명이 될 거 같아.{nl}안 그런가?				케도라 상단원 알타
QUEST_LV_0400_20180327_000804	就算凱都拉商團是尋找「女神的安排」的集團...{nl}但其本質還是商人，他們對這裡找到的東西，一定會感興趣的...	아무리 케도라 상단이 여신의 안배를 찾아 돌아다니는 집단이어도..{nl}그 본질은 상인이니 여기서 구해가는 것들이면 솔깃 할거야..				케도라 상단원 알타
QUEST_LV_0400_20180327_000805	{nl}而且這裡是沒人來過的地方，從怪物身上拿到的東西，也需要再多做研究...{nl}所以，你能不能幫忙消滅怪物，從牠們身上拿點什麼給我？	{nl}그리고 여긴 아무도 안 와본 곳이니 몬스터들에게서 나오는 걸로 연구도 이뤄질 수 있고..{nl}그래서 말인데 몬스터들을 처치하고 녀석들에게서 뭐라도 좀 얻어다 줄 수 있겠나?				케도라 상단원 알타
QUEST_LV_0400_20180327_000806	你也覺得我很世俗或是什麼機會主義者嗎？{nl}如果讓你這麼想，我也無法辯解...	자네도 내가 속물이나 기회주의자 처럼 보이나?{nl}그렇게 보인다면 뭐라 변명할 말이 없네만..				케도라 상단원 알타
QUEST_LV_0400_20180327_000807	{nl}請想成這一切都是為了防止更多犧牲者產生而做的...	{nl}모든 건 또 다른 희생자를 내지 않기위해서라고 생각해주게..				케도라 상단원 알타
QUEST_LV_0400_20180327_000808	這些鐘乳石快好像蘊含著什麼魔法，{nl}對商團研究者來說是很好的標本。	이 종유석 덩어리들은 뭔가 마법적인 힘이 있는 것 같구만.{nl}상단의 연구자들에게 좋은 표본이 되겠어.				케도라 상단원 알타
QUEST_LV_0400_20180327_000809	{nl}一定可以成為防止其他犧牲者出現的珍貴資料！	{nl}분명 또 다른 희생자들을 내지 않기위한 귀중한 자료가 될 걸세!				케도라 상단원 알타
QUEST_LV_0400_20180327_000810	聽了你跟賽貝卡說的話後，我想到一件事...	자네나 셀베카의 이야기를 들으면서 생각해 본 게 있네만..				케도라 상단원 알타
QUEST_LV_0400_20180327_000811	{nl}我曾經想過，這洞穴裡好像有什麼在釋出這詭譎的氣氛，{nl}找出那個東西並破壞它，說不定倖存的團員們就能恢復神智，自己找到出口出來了？	{nl}이 동굴의 이상한 분위기를 내는 뭔가가 있다는 생각이 드는구먼.{nl}그걸 찾아서 파괴하면 혹시 살아있을지도 모를 단원들이 제정신을 차리고 출구를 찾아 나오지 않을까?				케도라 상단원 알타
QUEST_LV_0400_20180327_000812	{nl}看來這件事，就只有你能做得到了。{nl}你看起來絲毫不會受詛咒影響。	{nl}이 일은 오직 자네만 할 수 있어 보이는구먼.{nl}자넨 저주에 영향을 전혀 안 받는 것 같아 보이니 말일세.				케도라 상단원 알타
QUEST_LV_0400_20180327_000813	我也很想幫忙...{nl}但你也有看到黑蘭塔和基高的樣子吧？	나도 도와주고 싶지만..{nl}헤란다나 기고가 그렇게 된걸 자네도 봤잖은가?				케도라 상단원 알타
QUEST_LV_0400_20180327_000814	{nl}我要是進到裡面，說不定會以為你是怪物而攻擊你...{nl}雖然我攻擊你，也不會是你的對手啦...	{nl}내가 저 안으로 들어가면 자네가 몬스터인줄 알고 공격할지도 모를일이고..{nl}물론 내가 자네를 공격해봤자 상대도 안 되겠지만..				케도라 상단원 알타
QUEST_LV_0400_20180327_000815	雖然只有一點點，但那令人不舒服的氣息好像消失了...{nl}你覺得呢？	아주 조금이지만 꺼림칙했던 기운이 가시는 느낌이 드네..{nl}자넨 좀 어떤가?				케도라 상단원 알타
QUEST_LV_0400_20180327_000816	黑蘭塔！黑蘭塔還活著嗎？{nl}他的狀態沒有異常之處嗎？	헤란다! 헤란다가 살아있나요?{nl}상태가 이상하진 않던가요?				프리스트 셀베카
QUEST_LV_0400_20180327_000817	{nl}這個洞穴被詛咒了。{nl}如果沒有像我一樣受到神聖之力保護的話，是會發瘋的。	{nl}이 동굴은 저주받았어요.{nl}저처럼 이렇게 신성력으로 보호받지 못 하면 미쳐버리고 말아요.				프리스트 셀베카
QUEST_LV_0400_20180327_000818	{nl}我是不知道為什麼你能這麼正常...{nl}要說誰是同夥，除了怪物之外，也沒有其他會傷害我們的東西了。	{nl}당신이 어째서 멀쩡한지는 모르겠군요..{nl}한 패라고 하기엔 몬스터들 말고는 우리에게 해를 끼치는 것들이 없으니까요.				프리스트 셀베카
QUEST_LV_0400_20180327_000819	{nl}說明有點太長了。	{nl}설명이 길어졌네요.				프리스트 셀베카
QUEST_LV_0400_20180327_000820	{nl}這是人命關天的事。{nl}你好像不會受詛咒影響，請找到黑蘭塔把他帶來這裡吧！	{nl}사람의 목숨이 달린 일입니다.{nl}당신은 이 저주로부터 자유로운 것 같으니 헤란다를 찾아서 이리로 데려와주세요!				프리스트 셀베카
QUEST_LV_0400_20180327_000821	席貝卡？{nl}為什麼？	셀베카?{nl}왜?				케도라 상단원 알타
QUEST_LV_0400_20180327_000822	{nl}不管怎樣，雖然她還沒來...{nl}但幸好你還活著。	{nl}어쨌든 그녀는 아직 오지 않았네만..{nl}자네는 살아있어서 다행이구먼.				케도라 상단원 알타
QUEST_LV_0400_20180327_000823	我絕不是要你滿足我的欲望...	절대 내 욕심이나 채우자고 이러는 게 아닐세..				케도라 상단원 알타
QUEST_LV_0400_20180327_000824	別管..我..	날.. 내버려둬..				용병 헤란다
QUEST_LV_0400_20180327_000825	傳說中的洞窟 : 改版 1卷	전설 속 동굴 : 개정판 제 1권				
QUEST_LV_0400_20180327_000826	在王國歷史開始被記載的{nl}許久之前，這塊土地上就流傳著{nl}一些關於神秘又驚奇的{nl}故事。{nl}這本書記載著{nl}在那些故事之中，{nl}最為人知曉的三個傳說{nl}故事。	왕국의 역사가 기술되기 한참{nl}이전부터 이 땅에는 신비롭고{nl}경이로운 장소에 대한 이야기들이{nl}존재해왔습니다.{nl} 이 책은 그중에서도 잘 알려진{nl}전설 속의 장소 중에서{nl}세 군데에 대한 이야기를{nl}담고 있습니다.				전설 속 동굴 : 개정판 제 3권
QUEST_LV_0400_20180327_000827	在無數的傳說之中，{nl}選定往後要記錄場所{nl}的原因，是因為{nl}{nl} 民眾對寶物與黃金等財富{nl}的關心，相當濃厚，{nl}甚至成為女神信仰{nl}的基石。{nl}{nl} 現在在三個故事之中，{nl}我就來為你簡單介紹{nl}阿爾蘭必傳說吧。	수 없이 많은 전설 중{nl}이후 기록될 장소들을 선정한{nl}이유는 다음과 같습니다.{nl}{nl} 보물과 황금이라는 부에 관한{nl}민중들의 관심은 여신에 대한{nl}믿음을 조금 밑돌 정도로{nl}지대하기 때문입니다.{nl}{nl} 이제 이 세가지 이야기 중{nl}알렘빅 전설에 대해 간략하게{nl}소개하도록 하겠습니다.				전설 속 동굴 : 개정판 제 1권
QUEST_LV_0400_20180327_000828	第1章 阿爾蘭必傳說{nl}-{nl}在王國南部的奇雷恩這個地方，{nl}流傳著關於阿爾蘭必洞穴{nl}的故事。{nl} {nl}曾經有個厲害的鍊金術師，{nl}投入自己的全部力量，{nl}製作出金銀財寶和有價值的遺物，{nl}為了炫耀這些，{nl}他偶爾會到外頭去，{nl}邀請人回家。	제 1장 알렘빅 전설{nl}-{nl}왕국 남부 키렌 지방에는{nl}알렘빅 동굴이란 장소에 관한{nl}이야기가 전해집니다. {nl} {nl}과거에 어떤 뛰어난 연금술사가{nl}자신의 역량을 모두 집중하여{nl}금은보화와 함께 값진 유물들을{nl}만들어 냈으며 이것을 자랑하기{nl}위해 밖에서 가끔 사람을{nl}초대한다는 이야기입니다.				전설 속 동굴 : 개정판 제 1권
QUEST_LV_0400_20180327_000829	沒有人知道{nl}阿爾蘭必洞窟的所在位置。{nl}{nl}不過住在附近村莊的年長者{nl}告訴他們的子孫，{nl}那些消失的人們是受到鍊金術士的{nl}邀請而前去拜訪他，奢華又長壽的生活，{nl}讓人進到那裡後就不想離開{nl}。{nl}{nl}每當村子裡出現不明{nl}原因而失蹤的人時{nl}，比起哀傷{nl}，反而殷盼自己哪天也能受到邀請{nl}。蔓延著一股為失蹤者的幸福感到開心的氛圍{nl}。	알렘빅 동굴이 있는 장소를{nl}아는 사람은 없다고 합니다.{nl}{nl} 하지만 인근 마을에 사는 연로한{nl}사람들은 그들의 자손들에게{nl}사라진 사람들이 연금술사에게{nl}초청을 받고 그를 만나러 갔으며,{nl}그곳에서 나오기 싫을 정도로{nl}호화로운 삶과 장수를 누리고{nl}있다고 이야기합니다.{nl}{nl}따라서 이 마을에서는 분명치{nl}않은 사유로 사람이 사라질 경우{nl}그들의 부재를 슬퍼하기 보단{nl}자신도 언젠가 초대받길 고대하며{nl}실종자들의 행복을 기리는 정서가{nl}만연해 있습니다.				전설 속 동굴 : 개정판 제 1권
QUEST_LV_0400_20180327_000830	傳說中的洞窟 : 改版 2卷	전설 속 동굴 : 개정판 제 2권				
QUEST_LV_0400_20180327_000831	在無數的傳說之中{nl}，{nl}選定往後要記錄場所{nl}的原因，是因為{nl}{nl} 民眾對寶物與黃金等財富{nl}的關心，相當濃厚，{nl}甚至成為女神信仰{nl}的基石。{nl}{nl} 現在在三個故事之中，{nl}我就來為你簡單介紹{nl}阿爾蘭必傳說吧。	수 없이 많은 전설 중{nl}이후 기록될 장소들을 선정한{nl}이유는 다음과 같습니다.{nl}{nl} 보물과 황금이라는 부에 관한{nl}민중들의 관심은 여신에 대한{nl}믿음을 조금 밑돌 정도로{nl}지대하기 때문입니다.{nl}{nl} 이제 이 세가지 이야기 중{nl}숨겨진 왕릉 대해 간략하게{nl}소개하도록 하겠습니다.				전설 속 동굴 : 개정판 제 2권
QUEST_LV_0400_20180327_000832	第2章：被隱藏的王陵傳說{nl}-{nl}大森林地帶自古以來因為蓊鬱的{nl}山林而成為貴族們平時的{nl}狩獵場，也在發生緊急狀況時{nl}變為貴族和一般百姓的避難所{nl}。因此{nl}人們都有{nl}在這裡經歷過一些事{nl}是很理所當然的。但奇怪的是，卻沒有任何跟王室相關的{nl}故事，原因在於這裡有著{nl}坦尼爾2世時期在這裡建造了{nl}秘密王陵後，也把為數眾多的{nl}陪葬品一起埋進去的{nl}謠聞。	제 2장 : 숨겨진 왕릉 전설{nl}-{nl}대삼림지대는 예로부터 그 울창한{nl}삼림 덕분에 평시에는 귀족들의{nl}사냥터를 제공하고, 비상시에는{nl}귀족은 물론 일반 백성의 피난처로{nl}쓰이곤 했습니다.{nl}따라서 곳곳에 그런 사람들이{nl}겪은 이야기가 있는 것은{nl}당연합니다. {nl}그런데 이상하게도 왕실과 관련된{nl}이야기는 없는데 그 이유가{nl}타니엘 2세 시대에 이곳에{nl}비밀 왕릉을 만든 후 엄청난{nl}부장품을 함께 묻었기 때문이라는{nl}소문이 있습니다.				전설 속 동굴 : 개정판 제 2권
QUEST_LV_0400_20180327_000833	王室之間因為先王的{nl}秘密陵墓佇列於此，反而對這個地方{nl}裝作漠不關心的樣子。	즉 왕실에서는 선대 국왕의{nl}비밀영묘가 있기에 외려 이곳에 관심을{nl}두지 않는 척 했다는 말입니다.				전설 속 동굴 : 개정판 제 2권
QUEST_LV_0400_20180327_000834	其實，{nl}坦尼爾2世的正式葬禮紀錄{nl}和歷代先王不太一樣，與真實不符的謠言{nl}讓其失去可信度。因為{nl}歷代先王們不管是火葬或是{nl}土葬都會留下明確的紀錄。{nl}不過就算這些傳聞都是真的{nl}，這個墳墓似乎不會有與世人見面的{nl}那一天了。	사실 역대 다른 국왕과 달리{nl}타니엘 2세의 공식 장례 기록은{nl}부실하기 때문에 이 소문은 상당한{nl}신빙성을 지녔습니다.{nl}역대의 국왕들께서는 화장이든{nl}매장이든 상관없이 확실한 기록이{nl}남아있기 때문입니다.{nl}하지만 이 소문이 사실이라도{nl}그 무덤이 세상에 모습을 드러낼{nl}날은 오지 않을 것 같습니다.				전설 속 동굴 : 개정판 제 2권
QUEST_LV_0400_20180327_000835	因為想在這樹林深處{nl}到處尋找王陵位置，{nl}再怎麼樣小心也很難逃過掌管大森林地帶的 {nl}梅德依那女神{nl}的法眼。{nl}所以這個傳聞即使{nl}是事實，也只能{nl}永遠當作傳說流傳了。	아무리 깊은 숲속에서 몰래{nl}왕릉의 위치를 캐고 다니고 싶어도{nl}대삼림지대를 돌보시는 {nl}메데이나 여신의눈을{nl}피하기는 어렵기 때문입니다.{nl}그러므로 이 소문은 설령{nl}사실이라도 영원히 전설로만{nl}남을 것 같습니다.				전설 속 동굴 : 개정판 제 2권
QUEST_LV_0400_20180327_000836	傳說中的洞窟 : 改版 3卷	전설 속 동굴 : 개정판 제 3권				
QUEST_LV_0400_20180327_000837	在無數的傳說之中，{nl}選定往後要記錄場所{nl}的原因，是因為{nl}{nl} 民眾對寶物與黃金等財富{nl}的關心，相當濃厚，{nl}甚至成為女神信仰{nl}的基石。{nl}{nl} 現在在三個故事之中，{nl}我就來為你簡單介紹{nl}巴羅昆士黃金礦脈的傳說吧。	수 없이 많은 전설 중{nl}이후 기록될 장소들을 선정한{nl}이유는 다음과 같습니다.{nl}{nl} 보물과 황금이라는 부에 관한{nl}민중들의 관심은 여신에 대한{nl}믿음을 조금 밑돌 정도로{nl}지대하기 때문입니다.{nl}{nl} 이제 이 세가지 이야기 중{nl}바르콘시 황금 광맥에 대해 간략하게{nl}소개하도록 하겠습니다.				전설 속 동굴 : 개정판 제 3권
QUEST_LV_0400_20180327_000838	第3章：巴羅昆士黃金礦脈{nl}-{nl}聽說王國外某座隱密的山中有傳說中的{nl}黃金礦脈。{nl}根據傳說，先發現礦脈的{nl}竟然不是人類{nl}而是魔族，是有位勇士把魔族{nl}擊潰之後，把礦脈搶過來的。	제 3장 : 바로콘시 황금 광맥{nl}-{nl}왕국의 어느 외진 산중에 전설적인{nl}황금 광맥이 있다는 소문이 있습니다.{nl}전설에 의하면 이 광맥을 발견한{nl}것은 놀랍게도 사람이 아니고{nl}마족인데 어떤 용사가 그 마족을{nl}물리치고, 광산을 빼았었다고 합니다.				전설 속 동굴 : 개정판 제 3권
QUEST_LV_0400_20180327_000839	那位勇士只是怕魔族把黃金拿去{nl}對人類做壞事{nl}才把礦脈搶走的，作為不貪圖財富{nl}、富有榮譽心的勇士把礦脈的{nl}正確位置當作祕密，也說絕對不會{nl}把礦脈裡的{nl}黃金做為己用。	그 용사는 마족이 금을 가지고{nl}사람들을 상대로 나쁜 일을 할까봐{nl}광산을 가졌을 뿐, 돈에는 관심이{nl}없는 명예로운 용사여서 광산의{nl}위치를 영원히 비밀로 하고, 그 안의{nl}황금도 자신을 위해서는 사용하지{nl}않았다고 합니다.				전설 속 동굴 : 개정판 제 3권
QUEST_LV_0400_20180327_000840	歲月流逝，勇士也逐漸年老{nl}壽命走到盡頭，也沒留下任何後代{nl}傳說中的金礦{nl}也變成沒有主人的狀態，如果有人{nl}發現的話就可以{nl}成為最富有的人了。	오랜 세월에 흘러 그 용사도 늙어{nl}수명이 다하고 자손을 남기지{nl}않았기에 이 전설의 금광은{nl}소유권이 없는 상태이며 누구든{nl}발견한다면 부자가 될 수 있다고{nl}합니다.				전설 속 동굴 : 개정판 제 3권
QUEST_LV_0400_20180327_000841	不過這個傳說{nl}有個疑點。{nl}不管是在王國的歷史中或是其他任何的{nl}紀錄裡，都沒有找到任何從魔族手中搶過礦山，名為{nl}巴羅昆士{nl}的英雄。	다만 이 전설적인 소문에는{nl}한 가지 의심스런 사실이 있습니다.{nl}그것은 왕국의 역사나 다른 어떤{nl}기록에도 이 광산을 마족에게서{nl}빼았었다는 바로콘시라는 이름을{nl}지닌 영웅을 찾아볼 수 없다는 점입니다.				전설 속 동굴 : 개정판 제 3권
QUEST_LV_0400_20180327_000842	因此也有很多人認為{nl}巴羅昆士根本是不存在的人{nl}所以巴羅昆士的黃金礦脈{nl}也不過是個傳說罷了。{nl}傳說裡對於礦山的名字{nl}為什麼叫巴羅昆士{nl}也沒有特別說明。{nl}即使這樣，還是有人{nl}深深相信這個傳說，{nl}也從未停止探索。	따라서 많은 사람들은 영웅{nl}바로콘시가 실존하는 인물이{nl}아니기에 바로콘시의 황금광산{nl}역시 그냥 소문이라고 생각합니다.{nl}전설은 이 광산의 이름이{nl}바로콘시가 된 다른 까닭을{nl}설명하지 않고 있습니다.{nl}물론 세상에는 그럼에도 이러한{nl}전설을 믿고 나름대로 탐색을{nl}멈추지 않는 사람들도 있지만{nl}말입니다.				전설 속 동굴 : 개정판 제 3권
QUEST_LV_0400_20180327_000843	魔神吉特涅在這個地方尋找本該交給啟示者你的拉伊瑪女神啟示，{nl}巴伊寶拉女神認為吉特涅正在尋找描述關於自己內容的書。{nl}	마신 길티네는 이곳에서 계시자인 당신에게 전해져야 마땅한 라이마 여신의 계시를 찾고 있습니다.{nl}바이보라 여신은 길티네가 길티네 자신에 관한 내용이 적힌 책을 찾고 있다고 생각하고 있습니다.{nl}				네링가
QUEST_LV_0400_20180327_000844	這次拉伊瑪女神並不允許將啟示交給你，{nl}這個啟示會到吉特涅的手上。{nl}	라이마 여신은 당신에게 이번 만큼은 계시를 허락하지 않으셨습니다.{nl}이 계시는 길티네에게 전해질 것입니다.{nl}				네링가
QUEST_LV_0400_20180327_000845	而你則要全力以赴搶過來。{nl}拉伊瑪女神的預知在必要的時期，將會透過我奈凌卡轉達給你。{nl}	당신은 그것을 최선을 다하여 빼앗겨야 합니다.{nl}라이마 여신의 예지는 필요한 시기에 필요한 만큼 저 네링가를 통해 당신에게 전달 될 것입니다.{nl}				네링가
QUEST_LV_0400_20180327_000846	你必須相信拉伊瑪女神，並且和我奈凌卡一起行動。{nl}另外，除了我奈凌卡和你之外，絕對不能讓其他人察覺到拉伊瑪女神的預知。	당신은 라이마 여신을 믿고 저 네링가와 함께 행동하셔야 합니다.{nl}그리고 저 네링가와 당신을 제외한 누구도 라이마 여신의 예지를 알아차려선 안 됩니다.				네링가
QUEST_LV_0400_20180327_000847	巴伊寶拉女神掌管的幻想圖書館是一個記錄世界上一切知識與歷史的地方，{nl}你在這裡只能觀覽你能接收的資訊，{nl}	바이보라 여신이 관장하는 이 환상도서관은 세상의 모든 지식과 역사가 기록되는 장소입니다.{nl}당신은 이곳에서 당신이 받아들일 수 있는 정보만을 관람할 수 있습니다.{nl}				네링가
QUEST_LV_0400_20180327_000848	你無法接收的資訊則是連書也看不見。{nl}另外，這裡除了有人類的歷史與智慧之外，還有女神都不知道的資訊。{nl}	당신이 받아들일 수 없는 정보는 책조차 보이지 않을 것 입니다.{nl}또한 이 곳엔 인간의 역사와 지혜는 물론 여신들 자신조차 모르는 정보가 있습니다.{nl}				네링가
QUEST_LV_0400_20180327_000849	日後若是你做好準備，你大概就能觀覽那些資訊，{nl}但並不是現在。	먼 훗날 당신이 받아들일 준비가 된다면 당신은 그것들을 열람할 수도 있을 것입니다.{nl}하지만 지금은 아닙니다.				네링가
QUEST_LV_0400_20180327_000850	我奈凌卡早知道你會同意，{nl}而且有事情要轉告你。{nl}	저 네링가는 당신이 부름에 응할 것이란 걸 알고 있었습니다.{nl}그리고 당신에게 전해야 할 것들이 있습니다.{nl}				네링가
