QUEST_LV_0300_20180327_001389	你拿來了啊。{nl}我就幫你達到妖術師的新境界。	가지고 오셨군요.{nl}새로운 페더풋의 경지에 이르도록 돕겠습니다.				페더풋 마스터
QUEST_LV_0300_20180327_001390	不曉得你知不知道，我能與植物心有靈犀。{nl}剛好現在誓約紀念地的植物們因為魔氣很難受。	알고 계시는 지 모르겠지만, 저는 식물들과 영적으로 교감할 수 있습니다.{nl}마침 지금 오아쓰 기념지의 식물들이 마기에 괴로워하고 있어요.				드루이드 마스터
QUEST_LV_0300_20180327_001391	{nl}若你淨化那些染上魔氣的植物，我就教你德魯伊的下一個階段。{nl}我為你準備淨化植物時需要的淨化寶珠。	{nl}그 마기에 물든 식물들을 정화해 주신다면, 드루이드의 다음 단계에 대해 가르쳐 드리겠습니다.{nl}식물의 정화에 필요한 정화의 보주는 제가 챙겨 드리겠습니다.				드루이드 마스터
QUEST_LV_0300_20180327_001392	真正的德魯伊必須要能與自然交感，聽取它們的話。{nl}聽到誓約紀念地的植物們難受的聲音心好痛啊。	참된 드루이드라면 자연과 교감을 하여 그들의 이야기를 들어줄 줄 알아야 합니다.{nl}오아쓰 기념지의 식물들의 괴로워하는 소리에 너무나 마음이 아프네요.				드루이드 마스터
QUEST_LV_0300_20180327_001393	誓約紀念地的植物們難受的聲音停了！{nl}我覺得這是很難的請求，但你做得很好。	과연, 오아쓰 기념지에서 식물들이 괴로워 하는 소리가 멈췄습니다!{nl}어려운 부탁이라 생각했는데, 잘 해주셨습니다.				드루이드 마스터
QUEST_LV_0300_20180327_001394	{nl}我會依照約定幫助你的。	{nl}약속대로 당신을 돕도록 하죠.				드루이드 마스터
QUEST_LV_0300_20180327_001395	我知道你是因為什麼事來的，{nl}現在你幫忙我的事的話，就會如你所願。	무슨 용무로 왔는지 알고 있습니다.{nl}지금 제 일을 도와주신다면 의도하신 대로 될 것입니다.				오라클 마스터
QUEST_LV_0300_20180327_001396	{nl}最近，用神聖力觀察的地方突然因為增加的魔族們，邪惡的氣息開始變強，{nl}結果使用預知眼也沒用。	{nl}최근 들어, 신성력으로 살펴보던 장소에 갑자기 불어난 마족들로 인해 사악한 기운이 강해지기 시작했습니다.{nl}결국엔 클레어보이언스를 사용해도 효과가 없게 되었지요.				오라클 마스터
QUEST_LV_0300_20180327_001397	{nl}希望你能處理掉那邪惡的氣息，{nl}若你幫忙這個的話，我就幫你達到神諭師的下一個境界。	{nl}당신이 그 사악한 기운을 처리해 주셨으면 합니다.{nl}이것만 도와주신다면 오라클의 다음 경지에 닿을 수 있도록 해드리겠습니다.				오라클 마스터
QUEST_LV_0300_20180327_001398	有問題的地方是作業場，{nl}消滅作業場裡的魔族就行了。	문제가 되고 있는 곳은 작업장입니다.{nl}작업장에 있는 마족들을 처치해주시면 됩니다.				오라클 마스터
QUEST_LV_0300_20180327_001399	像現在這麼混亂的時代，魔族這麼猖獗搞不好是理所當然的事。{nl}請掃蕩作業場的魔族吧。	지금과 같은 혼란의 시대에 마족들이 이렇게 창궐하는 것은 당연한 일인지도 모르겠습니다.{nl}작업장의 마족들을 소탕해 주세요.				오라클 마스터
QUEST_LV_0300_20180327_001400	把這件事交給你辦果然是對的。{nl}我就依照約定引領你到神諭師的下一個境界。	역시 당신에게 맡기길 잘했다는 생각이 드네요.{nl}약속 드린 대로 오라클의 다음 경지로 이끌어 드리지요.				오라클 마스터
QUEST_LV_0300_20180327_001401	接獲報告，特別是最近被怪物攻擊後，生病的人越來越多。{nl}患者們都是被特定種族的怪物攻擊的。	특히 요즘 들어, 몬스터에게 공격을 받은 뒤 병을 앓는 사람들이 많아졌다는 보고를 받았습니다.{nl}환자들은 공통적으로 특정 종족의 몬스터들에게 공격을 받았다고 하더군요.				플레이그 닥터 마스터
QUEST_LV_0300_20180327_001402	{nl}我懷疑野獸與植物的種族就是那個特定種族，{nl}其實不會太難治癒，但因病痛苦的樣子真令人痛心。	{nl}야수와 식물의 종족이 그 특정 종족으로 의심되고 있습니다.{nl}사실 치유에는 별 어려움이 없지만, 병에 걸려 앓는 모습이 너무 안타깝습니다.				플레이그 닥터 마스터
QUEST_LV_0300_20180327_001403	{nl}所以我想製作疫苗來補給，{nl}只要你取得疫苗材料的標本的話，我就傳授瘟疫醫師的技術給你。	{nl}그래서 백신을 만들어 보급하려 합니다.{nl}백신의 재료가 될 표본을 구해다 주신다면 플레이그 닥터의 기술을 전수해 드리죠.				플레이그 닥터 마스터
QUEST_LV_0300_20180327_001404	哪裡的怪物都沒關係，{nl}只要是野獸種族、植物種族就行。	어디에 사는 몬스터들이든 상관 없습니다.{nl}야수 종족, 식물 종족이기만 하면 됩니다.				플레이그 닥터 마스터
QUEST_LV_0300_20180327_001405	野獸怪物的血液與植物怪物的體液會是很棒的標本，{nl}不管是哪裡都沒關係。	야수 몬스터의 혈액과 식물 몬스터의 체액이면 훌륭한 표본이 될 겁니다.{nl}장소는 어디든 상관 없습니다.				플레이그 닥터 마스터
QUEST_LV_0300_20180327_001406	你取得啦。{nl}我就來調查你拿來的標本，並製作疫苗。	구해오셨군요. {nl}가져오신 표본들을 조사해 백신을 만들 겁니다.				플레이그 닥터 마스터
QUEST_LV_0300_20180327_001407	{nl}因為現在女神的恩寵變弱，人類的醫術得更發達才行。{nl}請運用我告訴你的瘟疫醫師的技術，為醫術發展做出奉獻吧。	{nl}여신의 은총이 약해진 시절이라, 인간의 의술이 더욱 발전해야 합니다.{nl}제가 알려드린 플레이그 닥터 기술을 응용해 의술 발전에 이바지해주세요.				플레이그 닥터 마스터
QUEST_LV_0300_20180327_001408	卡巴拉必須要能理解世界上所有物質中隱藏的數字意義。	카발리스트는 세상의 모든 물질에 숨은 숫자의 의미를 이해할 줄 알아야 합니다.				카발리스트 마스터
QUEST_LV_0300_20180327_001409	{nl}因此，我想拜託你有點難的事。{nl}你準備好了嗎？	{nl}그런 의미로, 조금은 어려운 것을 부탁 드리려고 해요. {nl}준비되셨나요?				카발리스트 마스터
QUEST_LV_0300_20180327_001410	在內城壁第9區域使用這個水晶球就會出現數字。{nl}那個數字代表特定的怪物。	내성벽 제 9구역에서 제가 드린 수정구를 사용하시면 숫자가 나타날 겁니다.{nl}그 숫자는 특정한 몬스터를 의미하지요.				카발리스트 마스터
QUEST_LV_0300_20180327_001411	{nl}請你設法解開數字的秘密，並且消滅該數字所代表的怪物。{nl}你必須親自思考為何那個數字代表那個怪物。	{nl}어떻게든 수의 비밀을 풀어서 숫자가 의미하는 몬스터를 처치하세요.{nl}그 숫자가 왜 그 몬스터를 의미하는 지는 직접 생각해 보셔야 합니다.				카발리스트 마스터
QUEST_LV_0300_20180327_001412	{nl}真的不知道的話，就再次使用水晶球吧。{nl}有可能再出現其他怪物的數字，類推共同的規則即可。	{nl}정 모르시겠거든 다시 수정구를 사용해 보세요.{nl}또 다른 몬스터의 수를 나타낼 수도 있으니 공통의 규칙을 유추하면 되겠지요.				카발리스트 마스터
QUEST_LV_0300_20180327_001413	請在內城壁第9區域消滅浮現在水晶球上的數字所代表的怪物。{nl}你的任務就是找出數字所代表的是何種怪物，以及它所意味的是怪物的什麼。	내성벽 제 9구역에서 수정구에 떠오른 숫자가 의미하는 몬스터를 처치하세요.{nl}그게 어떤 몬스터의 무얼 의미하는지 알아내는 게 당신이 풀어야 할 숙제입니다.				카발리스트 마스터
QUEST_LV_0300_20180327_001414	等你領悟後會覺得那沒什麼，但是探索的過程就是成為卡巴拉的過程。{nl}如果你繼續專心求進，就能領悟數字所代表的更多含意。	깨닫게 되면 별 것 아니지만, 그 과정을 탐구하는 게 바로 카발리스트예요.{nl}계속 정진하시면 숫자가 가진 더 많은 의미를 깨닫게 되실 겁니다.				카발리스트 마스터
QUEST_LV_0300_20180327_001415	重修知識寶庫，重建魔法學是我的工作。{nl}是王國圖書館消失，魔法學崩毀的這時代賢者的使命啊。	지식의 보고를 되살리고 마법학을 재건하는 일이 제 일입니다.{nl}왕궁의 도서관이 사라지고 마법학이 무너진 이 시대를 사는 세이지의 사명이죠.				세이지 마스터
QUEST_LV_0300_20180327_001416	{nl}你幫忙我的事的話，我就告訴你賢者的空間魔法。	{nl}당신이 제 일을 돕는다면, 세이지의 공간 마법을 당신께 알려드리지요.				세이지 마스터
QUEST_LV_0300_20180327_001417	在魔法師之塔2層及艾爾高斯修道院本院、內城壁第9區域找書是重建的開始。{nl}書名各為賢者的基準點、蒙代羅爾山的女神處所第1卷、空間之書。	마법사의 탑 2층과 엘고스 수도원 본원, 내성벽 제 9구역에서 책을 찾는 것이 재건의 시작입니다.{nl}책의 제목은 각각 세이지의 기준점, 몬데롤 산의 여신의 처소 1권, 공간의 책입니다.				세이지 마스터
QUEST_LV_0300_20180327_001418	請幫我尋找昨天你說的3本書吧！	아까 말씀 드린 책 3권을 찾아주세요.				세이지 마스터
QUEST_LV_0300_20180327_001419	空間之書對於身為賢者大師的話來說是一定需要的書。{nl}為了感謝你的奉獻，我就幫助你熟悉賢者的空間魔法。	공간의 책은 세이지 마스터인 제게도 꼭 필요한 책이었습니다.{nl}당신의 헌신에 감사 드리며 세이지의 공간 마법을 익힐 수 있도록 돕겠습니다.				세이지 마스터
QUEST_LV_0300_20180327_001420	附魔師大師	인챈터 마스터				
QUEST_LV_0300_20180327_001421	附魔是賦予或吸取植物的魔力。{nl}若你想成為附魔師的話，得通過試驗才行。	인챈트는 사물에 마력을 부여하거나 그것을 끌어내는 일이죠.{nl}만일 당신이 인챈터가 되고 싶다면 시험에 통과하셔야 합니다.				인챈터 마스터
QUEST_LV_0300_20180327_001422	你還很難完全吸取事物的魔力，{nl}所以首先，先從佩迪米安甕中的記憶或心願吸取魔力吧。	아직 당신에게는 사물의 마력을 완전히 새로 이끌어내는 일이 어려울 것입니다.{nl}그러니 우선, 페디미안의 항아리들에 담긴 기억, 또는 염원으로부터 마력을 흡수해 오세요.				인챈터 마스터
QUEST_LV_0300_20180327_001423	{nl}我會給你魔力吸收晶球，{nl}我看你用這晶球吸收多少魔力過來再判斷。	{nl}제가 마력 흡수 구슬을 드리겠습니다.{nl}이 구슬에 얼마만큼의 마력을 흡수해왔는지를 보고 판단하겠습니다.				인챈터 마스터
QUEST_LV_0300_20180327_001424	佩迪米安的甕中有許多他們的記憶與心願。	페디미안에 있는 항아리들에는 많은 이들의 기억과 염원이 담겨 있습니다.				인챈터 마스터
QUEST_LV_0300_20180327_001425	{nl}使用魔力吸收晶球的話，可將這些記憶吸收成魔力。	{nl}마력 흡수 구슬을 사용하면 그 기억들을 마력으로 흡수 할 수 있습니다.				인챈터 마스터
QUEST_LV_0300_20180327_001426	你比想像中吸收更多魔力過來啊。{nl}這麼多的話，應該就不難熟悉我的附魔技術了。	생각보다 많은 양의 마력을 흡수해오셨네요.{nl}이 정도면 제 인챈트 기술을 익히는데 무리가 없어 보입니다.				인챈터 마스터
QUEST_LV_0300_20180327_001427	{nl}我就依照約定引領你到附魔師的更高境界。	{nl}약속대로 인챈터의 높은 경지로 이끌어드리죠.				인챈터 마스터
QUEST_LV_0300_20180327_001428	道士大師	도사 마스터				
QUEST_LV_0300_20180327_001429	無法引導沒做任何準備的人前往道士的高境界。	아무 준비도 없는 분께 도사의 높은 경지를 안내해 드릴 수는 없습니다.				도사 마스터
QUEST_LV_0300_20180327_001430	{nl}我給你一個符咒。{nl}對娜圖森林的怪物充分使用這個符咒再來吧。	{nl}제가 부적을 하나 드리겠습니다.{nl}네토 숲의 몬스터들에게 이 부적을 충분히 사용해 보고 오세요.				도사 마스터
QUEST_LV_0300_20180327_001431	{nl}那樣才能說身為道士，稍微做好了準備。	{nl}그래야만 도사로서 준비가 조금은 되었다고 할 수 있을 것입니다.				도사 마스터
QUEST_LV_0300_20180327_001432	使用符咒來對抗娜圖森林的怪物，體驗其效果就行了。	네토 숲에 있는 몬스터를 상대로 부적을 사용하고 그 효과를 체험하시면 됩니다.				도사 마스터
QUEST_LV_0300_20180327_001433	充分使用過符咒了嗎？{nl}那我就幫助你成為優秀的道士。	부적을 충분히 사용해 보셨습니까?{nl}그렇다면 당신이 훌륭한 도사가 될 수 있도록 돕겠습니다.				도사 마스터
QUEST_LV_0300_20180327_001434	新審判者大師	인퀴지터 마스터				
QUEST_LV_0300_20180327_001435	審判者是進行審判的人。{nl}女神消失後，應該由我們來處理女神們解決的事情。	인퀴지터는 심판을 내리는 심판자다.{nl}여신이 사라진 이후에는 여신들이 해결해주었던 일도 우리가 해야 한다.				인퀴지터 마스터
QUEST_LV_0300_20180327_001436	{nl}所以說審判者的責任更重了，{nl}無法克服這種責任與權限的人成為審判者的話，只會讓這世界更混亂。	{nl}그러하기에 더욱 심판자로서 책임이 무겁다고 하겠다.{nl}이런 책임과 권한을 이겨내지 못한 자가 인퀴지터가 되면, 이 세계의 혼란만 가중시킬 것이다.				인퀴지터 마스터
QUEST_LV_0300_20180327_001437	所以你就好好閱讀並熟悉我寫的審判者綱領與報告書吧，{nl}並找到蘊含審判彼此異端分子氣息的物品，證明有審判者的能力吧。	그렇다면 그대에게 내가 쓴 인퀴지터 강령과 포고문을 잘 읽고 내용을 숙지하라.{nl}그리고 심판의 서로 이단자의 기운이 서린 물건을 찾아 심판자로서 능력이 있음을 증명하라.				인퀴지터 마스터
QUEST_LV_0300_20180327_001438	好好閱讀我寫的報告書，並熟悉其內容吧。	내가 쓴 포고문을 잘 읽고 그 내용을 숙지하도록 해라.				인퀴지터 마스터
QUEST_LV_0300_20180327_001439	已證明了審判者的能力與決心。{nl}不要忘記審判者綱領與報告書吧。	심판자로서 능력과 마음 가짐이 증명되었다.{nl}인퀴지터 강령과 포고문의 내용을 잊지 말도록.				인퀴지터 마스터
QUEST_LV_0300_20180327_001440	有報告指出附近的紅楓對人們的精神也有影響。{nl}想守護正常人的話，我覺得一點犧牲也是沒辦法的。	인근의 단풍이 사람들의 정신에도 영향을 주고 있다는 보고가 있었습니다.{nl}정상인 사람들이라도 지키려면, 다소의 희생 정도는 어쩔 수 없다고 생각합니다.				에이위다스
QUEST_LV_0300_20180327_001441	奎波爾 蕾妲	큐폴 레다				
QUEST_LV_0300_20180327_001442	這裡不適合旅行者來，{nl}這裡很危險，沒其他事的話，就趕快迴避吧。	이 곳은 여행자가 오기엔 적당하지 않은 곳입니다.{nl}위험한 곳이니 별다른 볼 일이 없다면 어서 피하십시오.				큐폴 레다
QUEST_LV_0300_20180327_001443	這.. 是我同伴的字跡...{nl}你說你在克尼多斯森林找到的嗎?	이건.. 내 동료의 글씨체인데...{nl}크니도스 숲에서 이 쪽지를 찾았단 말이지?				시노비 마스터
QUEST_LV_0300_20180327_001444	{nl}我要等我的同伴,不能離開這裡.{nl}所以希望你能代替我找到那紙條的主人的下落.{nl}	{nl}난 동료들을 기다리느라 여길 떠나면 안돼.{nl}그래서 날 대신해서 쪽지 주인의 행적을 쫓아줬으면 해.{nl}				시노비 마스터
QUEST_LV_0300_20180327_001445	從貝拉伊森林開始吧!	벨라이 숲부터 찾아보자.				PC
QUEST_LV_0300_20180327_001446	最後發現的物品就是丁古帕斯地區找到的紙條了.{nl}謝謝你的幫助.	딩고파실 지구에서 발견한 쪽지가 마지막이구나.{nl}도와줘서 고마워.				시노비 마스터
QUEST_LV_0300_20180327_001447	{nl}我的同伴.. 好像被趕到了紙條上顯示的這條路上了.{nl}詳細情況..	{nl}내 동료는.. 쪽지에 나온 경로로 쫓기고 있었던 모양이야.{nl}자세한 이야기는..				시노비 마스터
QUEST_LV_0300_20180327_001448	{nl}總有一天會幫我的吧!	{nl}언젠가 해 줄 날이 있겠지.				시노비 마스터
QUEST_LV_0300_20180327_001449	若能得到鍊金術世家溫特史普恩家門的幫助，事情會簡單許多。	연금술 집안인 윈터스푼 가문에게 도움을 받으면 쉽게 해결될 수 있을까요.				가트레
QUEST_LV_0300_20180327_001450	艾高斯修道士	엘고스 수도사				
QUEST_LV_0300_20180327_001451	真理之樹教團說不定會收走村莊居民的財產。{nl}所以我們正在巡視修道院各處。	진리의 나무교단이 마을 주민들의 재산과 재물을 거두어 들였을지도 모릅니다.{nl}그래서 수도원 이곳 저곳을 돌아다니고 있는 중입니다.				엘고스 수도사
QUEST_LV_0300_20180327_001452	第1代王位繼承紛爭記的忍者大師 - 第1卷	제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권				
QUEST_LV_0300_20180327_001453	一名中年男子在一個夜黑風高的晚上,走得腿很痠就看見森林小路旁的小石頭上,便停在那裡休息.他帶著座騎跟一些行李啟程,但是連兩條腿跟身體都支撐不了的情況下,甚麼都扛不了啊.	중년의 남자가 어두운 밤 숲길 옆 작은 바위를 의자 삼아 지친 다리를 쉬고 있었다. 출발할 때는 탈 것도 있고 적지 않은 짐도 있었지만, 지금은 두 다리와 몸으로 지탱할 수 있는 것이 아니면 무엇도 지니지 않은 상태였다.				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001454	 男子身後站著一位不到二十歲的青年孤零零拿著一把劍儼然一副保鑣的樣子, 另外還有推斷是奴婢身分的6名男女做在一旁休息.{nl} 另外還有打扮與奴婢不同,全副武裝,看起來像是戰士還是軍人共男女8人分別或坐或站邊休息著但是對周圍隨時保持警戒.	 남자의 뒤에 스물도 안 된 청년이 달랑 검 하나만을 찬 채 호위인 듯 서있었고, 그 외에 하인으로 보이는 남녀 6명이 근처의 편한 곳을 각자 차지하고 앉아 쉬고 있었다.{nl} 그런 하인들과 달리 지니고 있는 무장으로 보아 군인이나 전사로 보이는 남녀 아홉이 서거나 앉은 자세로 주위를 경계하면서 역시 휴식을 취하고 있었다.				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001455	剛好冬天還未結束,建國曆 601年初春天, 整個世界如同那些傳進王國首都的傳聞般不安且焦慮.{nl} 男子身邊站了一位比男子年紀大十幾歲的 拿著魔杖注視著那位中年男子.這個老頭子除了腰際明顯的短劍沒有其他的武器裝備.	 때는 겨울의 추위가 아직 가시지 않은 건국력 601년의 초봄이었고, 세상은 왕국의 수도에서 들려오는 소식만큼이나 뒤숭숭한 시절이다.{nl} 남자의 곁에는 중년 남자 보다 십 여세는 많아 보이는 다른 남자가 지팡이를 짚고 선 채로 중년 남자를 바라보고 있었다. 이 노인은 허리에 보이도록 찬 단검을 제외하면 다른 무장은 없었다.				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001456	 他朝向那名中年男子開口說話了.{nl} “也不過才一年前的事情,那時剛好是參與建國 600周年紀念慶典的時候,所謂人生啊,真的誰也難說呢!陛下.”	 그가 중년 남자를 향해 조용히 입을 열었다.{nl} “불과 한 해 전에는 건국 600주년을 기념하는 축제에 참여하고 있었는데 인생이란 정말 앞날을 말하기 어려운 것 같습니다. 폐하.”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001457	 “當時要是陛下能接受祭司建議的神聖治癒的話,我想應該就不會出甚麼問題的.不過沒想到我連陛下的葬禮都沒辦法參加, 結果淪落在森林深處四處徘徊的下場呢... 不過話又說回來,世德柏格卿, 我現在的身分還不能正式繼承王位.”	 “그 때만 해도 폐하께서 사제들이 권하는 신성치유를 받아들이기만 하면, 아무 문제 없을 줄 알았지. 그런데 폐하의 장례조차 참석하지 못하고, 이리 숲속이나 방황하게 될 줄은 몰랐지. 하지만 그건 그렇고 세데버그경, 나는 아직 정식으로 왕위를 물려 받은 것이 아니오.”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001458	 “但是自從拉耶爾3世駕崩後, 對先王陛下沒有子嗣. 這個情況下要不是殿下您還有誰比您更有資格繼承王位呢?不管是泰凱爾公還是貝雷塞爾公都不是王位的適合人選.”	 “하지만 라엘3세께서 붕어하셨고, 선왕 폐하께는 왕자님도 공주님도 아니 계십니다. 이런 상황에서 전하가 아니시면 누가 왕위에 오르실 수 있단 말입니까? 테켈 공이나 배뤼셀 공은 왕위에 적합한 사람들이 아닙니다.”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001459	 “但是他們在髮路上都擁有繼承權。也就是我們之間雖然疏遠，他們仍是與我們同根的札卡里耶爾大王血脈。我絕對不希望這情況演變成內戰。這個國家的歷史上，內戰有卡杜梅爾國王時代的那次就夠了。”{nl}那時在他們之後聽著兩人對話、配了把劍的青年加入了對話。 	 “하지만 그들 모두 법적으로는 나와 동등한 계승서열을 지니고 있소. 그 말은 우리가 멀기는 하지만 자카리엘 대왕에게서 나온 같은 혈족이란 말이지. 나는 절대로 이 상황이 내전으로 치닫기를 원하지 않소. 이 나라 역사에 내전은 카듀멜 국왕 시절 한 번 이면 족하오.”{nl} 그 때 그들 뒤에서 두 사람의 대화를 듣고 있던 검을 찬 청년이 대화에 참여했다.				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001460	 “但是實際上若沒有實力較勁，並沒有決定王位繼承者的方法。就算考究梅基耶爾國王和卡斯帕爾國王時代的先例，也不曾有女神對這種人類間的政治問題降下神託。{nl} 而且依照現有國法，三位都握有相同的權利，洛伊布歐斯宰相之下的所有臣下也只處理先王陛下的葬禮和日常國事，並不會干涉繼承問題。”	 “그러나 실제로는 실력행사가 아니면 왕위 계승자를 결정할 방법이 없습니다. 멜키엘 국왕과 카스파엘 국왕 때의 선례를 보더라도 여신들께서는 이런 인간들의 정치적인 문제에 신탁을 내리신 적이 없습니다.{nl} 또한 현재의 국법으로는 세 분이 모두 동일한 권리가 있기 때문에 로이부오스 재상 이하 모든 신하들은 선왕 폐하의 장례와 일상적인 국사를 처리할 뿐 승계 문제에는 전혀 간섭하지 않고 있습니다.”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001461	 世德柏格聽了青年的話後說，{nl} “那些人若插手這件事，那才真的是違反國法的行為，而且還是叛國罪。艾夫萊德 河頓卿”	 세데버그가 청년의 말에 이렇게 반응했다.{nl} “그들이 이 일에 끼어든다면 그것이야말로 국법을 위반하는 행위이고 나아가 반역죄에 해당하네. 알프레드 허턴 경”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001462	青年艾夫萊德 河頓說，{nl} “我就是這個意思，法律無法裁定，王國官吏和臣僚無法插手，又不能依賴女神神託的情況下，除了實力較量外不就沒有其他方法了嗎？..... 誰阿！”	 젊은 청년 알프레드 허턴이 말했다.{nl} “바로 그 말입니다. 법률이 정하지 못하고 왕국의 모든 관리와 신료들이 나설 수 없고, 여신들께 신탁을 의뢰할 수도 없는 상황이라면 실력행사 말고는 방법이 없는 것이 아닙니까?..... 누구냐!”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001463	 艾夫萊德 河頓突然停了話、拔出劍。然而對話的中心，王族中年男子庫素梅爾平靜地說，{nl} “莫拉.”	 알프레드 허턴이 갑자기 말을 중단하고 검을 뽑았다. 그러나 대화의 중심이었던 왕족 중년 남자 즉, 코소멜은 평안한 표정으로 이렇게 말했다.{nl} “모라.”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001464	 伴隨此話，一個女子向一團火般出現在庫素梅爾面前。{nl} 艾夫萊德 河頓收起劍後說，{nl} “就算是個忍者，拜託出入發出點聲音阿，莫拉 薩伊喬。”	 그 말과 함께 한 여자가 코소멜의 앞에 불이 켜지듯 갑자기 나타났다.{nl} 알프레드 허턴이 검을 집어 넣으며 말했다.{nl} “아무리 시노비라지만, 기척은 좀 내고 다니라고. 모라 사이조.”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001465	 忍者 莫拉看著說著此話的河頓說，{nl} “你才是，光靠那劍術實力，到時說不定還保護不好陛下，稍微對周圍用點心吧。我在你感覺到動靜之前，就已經在這了。”	 시노비 모라는 그렇게 말하는 허턴을 쳐다보지도 않고 이렇게 말했다.{nl} “너야말로 그 검술실력만 믿고 있다가는 폐하를 제대로 지킬 수 없을지도 모르니 조금 더 주변에 신경을 쓰는 일이 좋을 것이다. 나는 네가 기척을 느끼기 훨씬 전에 여기 와있었다.”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001466	 庫素梅爾趕在兩人更多話前開了口，{nl}“住口，先別說那些，那事怎麼樣了？”{nl} 莫拉 薩伊喬說，{nl} “有好消息和壞消息。”{nl} “說來聽聽。”	 코소멜이 두 사람의 대화가 길어지기 전에 입을 열었다.{nl}“그만. 그건 그렇고 갔던 일은 어떻게 되었지?”{nl} 모라 사이조가 말했다.{nl} “좋은 소식과 나쁜 소식이 있습니다.”{nl} “말해 보라.”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001467	 “好消息是溫特史普恩家門決定支持陛下。為表支持，其家門的首席魔法師，叫做雷納的女魔法師很快就會前來支援陛下。”{nl} “確實是好消息，所有貴族家們都不想被捲入王位繼承紛爭，什麼都不做的情況下，溫特史普恩家門支持我們是很大的助力。但是壞消息是？”	 “좋은 소식은 윈터스푼 가문이 폐하를 지지하기로 결정했습니다. 그 지지의 표시로 그 가문의 수석 마법사인 리에나 라는 여자 마법사가 곧 폐하를 지원하러 온다고 합니다.”{nl} “그거 정말 기뻐할 일이군. 모든 귀족 가문이 왕위 계승 분쟁에 휘말리기 싫어 꼼짝도 하지 않는 상황에서 윈터스푼 가문이 우리를 지지한다면 큰 힘이 되겠지. 그런데 나쁜 소식은?”				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001468	 “聽說貝雷塞爾公支持泰凱爾公。再加上天斯頓侯爵也說會支援泰凱爾公。”{nl} 世德柏格說。{nl} “本以為貝雷塞爾公本是對王位無關心的人，不會出頭的，居然還出來支持泰凱爾公，是堤貝里那家門的影響嗎？”艾夫萊德 河頓接著說。{nl}	 “배뤼셀 공께서 테켈 공을 지지하기로 했답니다. 게다가 텐스턴 후작도 테켈 공을 지원한다고 합니다.”{nl} 세데버그가 말했다.{nl} “배뤼셀 공은 본시 왕위에는 관심이 없는 분이니 직접 나서지는 않으리라 생각했지만, 그렇다고 해도 테켈 공을 지지하고 나서다니 역시 티베리나 가문의 영향인가?” 알프레드 허턴이 세데버그의 말을 이었다.{nl}				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001469	王國的官僚們和各個教團，以及魔法師協會等等，誰都不出頭的情況下，若公開獲得這個程度的支持，洛伊布歐斯宰相為了不讓事態更混亂，也有可能選擇公開支持一方。	왕국의 관료들과 여러 교단 그리고 마법사 협회 등등 누구도 나서지 않는 상황에서 그 정도의 지지를 공개적으로 얻어내면, 로이부오스 재상께서 더 이상의 혼란을 방치하지 않기 위해서라도 공개적 지지를 할 가능성이 있습니다.				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
QUEST_LV_0300_20180327_001470	而洛伊布歐斯宰相若下定決心，王國的臣下們也會跟隨宰相的。當然也可能跟隨軍務大臣下的將軍們的意見，但是武官們在自己沒有意見的情況下，比起誰繼位，他們更希望能盡早解決這件事，應該不會反對。	일단 로이부오스 재상께서 그렇게 결심을 하면 왕국의 신하들은 모두 재상을 따를 것입니다. 물론 군무대신 이하 장군들의 의견은 다를 수도 있지만, 무관들 역시 뚜렷한 자기 주장이 없는 상황에서는 누가되었던 조속한 승계가 더 중요하다고 생각하고 반대하지는 않을 겁니다.				제1차 왕위 계승분쟁기의 시노비 마스터 - 제1권
