QUEST_JOBSTEP_20150317_000801	而露克立斯與卡杜梅爾國王的軍隊作戰時，最應費心的關鍵其實就是這部分。{nl}	그리고 루클리스가 카듀멜 국왕의 군대와 전투시에 가장 신경을 써야 할 핵심도 실은 이 부분에 있었다. {nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000802	如前所述，內戰時期雙方的武裝與其他裝備及兵力的差距雖是無意義的，但根據推測，投入屬於正規軍的卡杜梅爾國王軍隊的魔法師與祭司的數量相當龐大。{nl}	전술한대로 내전기 양측의 무장과 기타 장비 그리고 병력의 차이가 무의미한 것이었다 해도, 정규군인 카듀멜 국왕의 군대에 종군하는 마법사들과 사제들의 숫자는 상당했다고 추정된다. {nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000803	雖然露克立斯的師父─梅伊班的影響力在不知不覺間讓許多祭司推諉從軍，但隨軍祭司的數量依舊可觀。由於魔法師與露克立斯沒有任何情緣，所以有大量的魔法師自由加入戰局。	비록 루클리스의 스승인 메이번이 영향력이 알게 모르게 미쳐 많은 사제들이 종군을 회피했다고는 하나 여전히 상당한 숫자의 종군사제들이 존재했으며 마법사들은 루클리스와 아무런 연분이 없었기에 많은 숫자가 자유로이 참전하였다. 				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000804	一般來說，在軍事裝備與士兵數量旗鼓相當的狀況下，魔法師大舉加入戰局應該會造成很大的影響，但實際上內戰時期的戰局並沒有如此發展，這是眾所皆知的事。{nl}	일반적 군장비와 병사로서 차이를 둘 수 없는 상황에서 마법사의 대거 참전은 전세에 많은 영향을 끼쳤어야 했으나 실제로는 내전기간의 전쟁 양상이 그렇게 되지 않았다는 것은 주지의 사실이다. {nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000805	針對此現象，從過去就有各種分析。有人批判卡杜梅爾國王愚昧、無能，無法善加運用魔法師，也有人說露克立斯卓越的勇猛克服了一切。{nl}	이 같은 현상을 두고 과거로부터 여러 가지 분석이 있었다. 마법사들을 제대로 활용하지 못한 카듀멜 국왕의 어리석음과 무능을 비판하는 시각이 있는가 하면, 루클리스의 탁월한 용맹이 모든 것을 극복했다는 식의 서술도 존재한다. {nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000806	雖然這類見解並不是一切，但本研究的結果欲對其補充一件事。那就是露克立斯與其軍隊所使用的盔甲；尤其是有關露克立斯的盔甲的真相。	그 같은 견해들이 모두 일리가 없는 것은 아니나, 본 연구의 결과는 그에 대하여 한 가지 사항을 덧붙이고자 한다. 그것은 바로 루클리스와 그의 군대가 사용한 갑주; 그 중에서도 특별히 루클리스의 갑옷에 관한 진실이다. 				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000807	接著我們要觀察那段時間的研究結果，在戰鬥中，魔法之所以對露克立斯與其追隨者無效，最大的原因是因為他們的盔甲對魔法具有極高的耐受性與抗性，此即為本研究主張的核心。{nl}	그간의 연구결과를 살펴보건대 마법이 루클리스와 그의 추종자들에게 전투에서 효과를 발휘하지 못한 가장 큰 이유는 그들의 갑옷이 마법에 대해 극도의 내성과 저항을 지니고 있었기 때문이라는 것이 이 연구 주장의 핵심이다.{nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000808	換句話說，本研究算是主張露克立斯與其部隊的盔甲是以強大的魔力合金製成，因此可無視魔法師的攻擊魔法。{nl}乍聽之下，也許這類見解聽起來很荒唐。	다시 말하면, 루클리스와 그 군대의 갑옷은 강력한 마나 메탈로 제조되어 마법사들의 공격마법을 무시할 수 있었다는 주장인 셈이다.{nl} 얼핏 이 같은 견해는 황당하게 들릴 수 있다. 				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000809	對魔法帶有如此強大的抗性的魔法合金存在一說並不常見，假如這種魔法合金真的存在，只有身為指揮官的露克立斯擁有的話還說得過去，但如果能供給所有部下穿那就太誇張了。{nl}很有可能有人會提出這類反駁，而且這說法也非常妥當。	마법에 대하여 그토록 강한 저항력을 갖는 마나 메탈이 존재한다는 사실이 낯설며, 설령 그런 마나 메탈이 존재한다 하더라도 그것을 지휘관인 루클리스만이 갑옷 한 벌을 만들어 있었다면 모를까 그의 부하들에게 많이 배급할 수 있었다는 것은 말도 안 된다는 것이다.{nl} 이 같은 반론은 충분히 제기될 수 있는 것이며, 무척 타당한 것이기도 하다. 				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000810	即使是寫這本書的作者，當其他人提出這類主張，這可說是以合理的方式來思考時，會馬上浮現在腦海中的駁論。{nl}況且為了支持這種主張，必須補充另一個與我們所熟知的物理現象背道而馳的荒誕假設。{nl}	설령 이 책을 쓰는 필자라 하더라도 다른 사람이 이 같은 주장을 했다면 합리적으로 생각할 때 당장 떠오르는 반론이라고 할 수 있다. {nl} 게다가 이 같은 주장을 뒷받침 하기 위해서는 우리가 익히 아는 물리적인 현상에 역행하는 또 하나의 황당한 가정을 추가해야 한다. {nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000811	如果不是筆者親自研究所得到的結論，我自己也很難認同這種假設。{nl}那個牽強的假設就是，特定的魔法合金即使被低溫凍結也不會毀損。一般人認為鋼鐵之類的金屬非常堅硬，但其實它對溫度十分脆弱。無論再剛硬的金屬一旦被猛然結凍，就算是受到小小的衝擊也會產生裂痕或被擊碎。{nl}	 필자 역시 스스로 연구하여 얻은 결론이 아니었다면, 인정하기 어려운 가정이다.{nl} 그 무리한 가정은 바로 특정한 마나 메탈은 매우 낮은 온도로 얼려도 부서지지 않는다는 사실이다. 강철과 같은 금속들은 일반적으로 무척 단단하다고 여겨지지만, 실은 온도에는 무척 약하다. 아무리 강한 금속이라도 강하게 얼린다면 손톱만한 충격에도 금이 가거나 산산조각이 난다.{nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000812	但我認為露克立斯所採用的魔法金屬，是自然界中唯一帶有違背此現象的特性的魔法合金。{nl}	그러나 루클리스가 채취하여 사용한 마나 메탈은 자연계에서 유일하게 이 같은 사실에 위배되는 성질을 지닌 마나 메탈이었다고 본다.{nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000813	 我走訪大地要塞和其他與露克立斯有關連的地方後所下的結論是，露克立斯把這種來歷不明的少量魔法合金，用在自己的追隨者的武裝上，而這些少量的魔法合金就足以防備想攻擊多數對象的國王軍魔法師的廣範圍魔法。{nl}	 대지의 요새와 그밖의 루클리스에 관련된 장소를 방문하여 내린 결론은 루클리스가 이 정체불명의 마나 메탈을 소량으로 자신의 추종자들의 무장에 사용하였고, 그런 소량의 마나 메탈로도 다수의 대상을 노리는 국왕측 마법사들의 광역마법에 충분히 방비할 수 있었다는 가설이다.{nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000814	 如果把焦點轉移到露克立斯身上，對他發動猛攻的魔法失效；尤其是最後一刻國王與魔法師已然放棄，而士兵們的犧牲不斷增加，導致最後國王不得不仰賴利迪亞夏班的箭。參考這個記錄，此假設便更具說服力。{nl}	 초점을 루클리스에게 돌려보면, 그에게 쏟아진 엄청난 마법들의 무용성; 특히 그의 최후의 순간에 국왕의 마법사들이 손을 놓고 있었고, 병사들의 희생만 쌓이다가 결국 리디아 샤펜의 활에 의존해야만 했다는 기록을 참조하면 이 같은 가설은 더욱 설득력을 지닌다.{nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000815	若以發現的其他幾個線索來推論，當時露克立斯所穿的盔甲，的確是大量使用上述的魔法合金製作而成。{nl}{nl}考量到當時寒冰法師最積極出手朝他猛攻，我認為這盔甲與其材料─魔法合金對寒氣的抵抗力是不容想像的。	 그외 몇 가지 발견된 단서들로 추론하면 당시 루클리스가 입었던 갑주의 마법저항력은 위에 적은 마나 메탈을 대량으로 사용하여 제조한 것이 틀림없다. {nl}{nl} 더구나 당시 크리오맨서들이 가장 적극적으로 나서서 그에게 공격을 퍼부었다는 점을 고려하면 이 갑주와 그것을 구성한 마나 메탈의 한기에 대한 저항력은 상상을 불허할 수준이라고 생각된다.				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000816	因此本筆者暫時 	하여 본 필자는 이 마나 메탈을 잠정적으로 				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000817	將此魔法合金命名為	한철				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000818	寒鐵{nl}{nl}	이라고 명명하고자 한다{nl}{nl}				카듀멜 시대의 갑주
QUEST_JOBSTEP_20150317_000819	基本型	기본형				
QUEST_JOBSTEP_20150317_000820	猛烈升級[野蠻人轉職]	거친 승급[바바리안 전직]				
QUEST_JOBSTEP_20150317_000821	答應與大師戰鬥。	마스터와 전투를 받아들인다				
QUEST_JOBSTEP_20150317_000822	逃避戰鬥。	전투를 피한다				
QUEST_JOBSTEP_20150317_000823	光明的未來[重裝步兵轉職]	창창한 미래[하플라이트 전직]				
QUEST_JOBSTEP_20150317_000824	我要執行任務。	과제를 수행하겠다고 한다				
QUEST_JOBSTEP_20150317_000825	麻煩的任務[念力法師轉職](1)	신경 쓰이는 임무[사이코키노 전직](1)				
QUEST_JOBSTEP_20150317_000826	我要當助手。	조수가 되겠다고 한다				
QUEST_JOBSTEP_20150317_000827	我不需要。	필요 없다고 한다				
QUEST_JOBSTEP_20150317_000828	麻煩的任務[念力法師轉職](2)	신경 쓰이는 임무[사이코키노 전직](2)				
QUEST_JOBSTEP_20150317_000829	要確認研究結果。	연구 결과를 확인해 보겠다고 한다				
QUEST_JOBSTEP_20150317_000830	覺得看起來很危險。	왠지 위험해 보인다고 한다				
QUEST_JOBSTEP_20150317_000831	世界上不存在的書[鎖鏈法師轉職](1)	세상에 없던 책[링커 전직](1)				
QUEST_JOBSTEP_20150317_000832	準備考驗所需的材料。	시험에 필요한 재료를 준비해 준다				
QUEST_JOBSTEP_20150317_000833	我要再考慮一下。	좀 더 생각해본다				
QUEST_JOBSTEP_20150317_000834	世界上不存在的書[鎖鏈法師轉職](2)	세상에 없던 책[링커 전직](2)				
QUEST_JOBSTEP_20150317_000835	我接受考驗	시험을 치르겠다고 한다				
QUEST_JOBSTEP_20150317_000836	我沒把握	자신 없다고 한다				
QUEST_JOBSTEP_20150317_000837	作賊心虛[工兵轉職](1)	도둑이 제 발 저린다[새퍼 전직](1)				
QUEST_JOBSTEP_20150317_000838	歸還其他物品。	대신 물건을 돌려 주겠다고 한다				
QUEST_JOBSTEP_20150317_000839	作賊心虛[工兵轉職](2)	도둑이 제 발 저린다[새퍼 전직](2)				
QUEST_JOBSTEP_20150317_000840	Notice/請將大師的物品轉交給柯拉佩達 的人。#10	Notice/클라페다 사람들에게 새퍼 마스터의 물건을 전하세요!#10				
QUEST_JOBSTEP_20150317_000841	Notice/籌備所有捐款並請交給牧師大師！#7	Notice/성금을 모아 클레릭 마스터에게 전달!#7				
QUEST_JOBSTEP_20150317_000842	作賊心虛[工兵轉職](3)	도둑이 제 발 저린다[새퍼 전직](3)				
QUEST_JOBSTEP_20150317_000843	作賊心虛[工兵轉職](4)	도둑이 제 발 저린다[새퍼 전직](4)				
QUEST_JOBSTEP_20150317_000844	夢幻弓之書1[獵人轉職](1)	활이 꿈꾸는 책1[헌터 전직](1)				
QUEST_JOBSTEP_20150317_000845	我會找到書	책을 찾아 오겠다고 한다				
QUEST_JOBSTEP_20150317_000846	我沒時間找	그럴 시간은 없다고 한다				
QUEST_JOBSTEP_20150317_000847	夢幻弓之書1[獵人轉職](2)	활이 꿈꾸는 책1[헌터 전직](2)				
QUEST_JOBSTEP_20150317_000848	我會找到皮革並把書帶來	가죽을 구해 책을 받아오겠다고 한다				
QUEST_JOBSTEP_20150317_000849	夢幻弓之書1[獵人轉職](3)	활이 꿈꾸는 책1[헌터 전직](3)				
QUEST_JOBSTEP_20150317_000850	我要去找弓箭手大師	아처 마스터에게 가 보겠다고 한다				
QUEST_JOBSTEP_20150317_000851	夢幻弓之書1[獵人轉職](4)	활이 꿈꾸는 책1[헌터 전직](4)				
QUEST_JOBSTEP_20150317_000852	我會轉交袋子	주머니를 전하겠다고 한다				
QUEST_JOBSTEP_20150317_000853	夢幻弓之書2[弩箭手轉職](1)	활이 꿈꾸는 책2[쿼렐슈터 전직](1)				
QUEST_JOBSTEP_20150317_000854	夢幻弓之書2[弩箭手轉職](2)	활이 꿈꾸는 책2[쿼렐슈터 전직](2)				
QUEST_JOBSTEP_20150317_000855	我會代付書錢	책 값을 대신 치르겠다고 한다				
QUEST_JOBSTEP_20150317_000856	我也沒錢	나도 돈이 없다고 한다				
QUEST_JOBSTEP_20150317_000857	夢幻弓之書2[弩箭手轉職](3)	활이 꿈꾸는 책2[쿼렐슈터 전직](3)				
QUEST_JOBSTEP_20150317_000858	我去找弓箭手大師	아처 마스터에게 다녀 오겠다고 한다				
QUEST_JOBSTEP_20150317_000859	我不去	그만두겠다고 한다				
QUEST_JOBSTEP_20150317_000860	夢幻弓之書2[弩箭手轉職](4)	활이 꿈꾸는 책2[쿼렐슈터 전직](4)				
QUEST_JOBSTEP_20150317_000861	夢幻弓之書3[弓箭手轉職](1)	활이 꿈꾸는 책3[아처 전직](1)				
QUEST_JOBSTEP_20150317_000862	我以後再來	나중에 다시 오겠다고 한다				
QUEST_JOBSTEP_20150317_000863	夢幻弓之書3[弓箭手轉職](2)	활이 꿈꾸는 책3[아처 전직](2)				
QUEST_JOBSTEP_20150317_000864	給我準備書錢的時間	책 값을 준비해 올 시간을 달라고 한다				
QUEST_JOBSTEP_20150317_000865	夢幻弓之書3[弓箭手轉職](3)	활이 꿈꾸는 책3[아처 전직](3)				
QUEST_JOBSTEP_20150317_000866	給我一點時間準備	잠시 준비할 시간을 달라고 한다				
QUEST_JOBSTEP_20150317_000867	夢幻弓之書3[弓箭手轉職](4)	활이 꿈꾸는 책3[아처 전직](4)				
QUEST_JOBSTEP_20150317_000868	夢幻弓之書4[遊俠轉職](1)	활이 꿈꾸는 책4[레인저 전직](1)				
QUEST_JOBSTEP_20150317_000869	夢幻弓之書4[遊俠轉職](2)	활이 꿈꾸는 책4[레인저 전직](2)				
QUEST_JOBSTEP_20150317_000870	夢幻弓之書4[遊俠轉職](3)	활이 꿈꾸는 책4[레인저 전직](3)				
QUEST_JOBSTEP_20150317_000871	夢幻弓之書4[遊俠轉職](4)	활이 꿈꾸는 책4[레인저 전직](4)				
QUEST_JOBSTEP_20150317_000872	詢問要如何使用。	어떻게 이용할 지 묻는다				
QUEST_JOBSTEP_20150317_000873	夢幻弓之書4[遊俠轉職](5)	활이 꿈꾸는 책4[레인저 전직](5)				
QUEST_JOBSTEP_20150317_000874	最棒的材料[雕刻師轉職]	최고의 소재[딥디르비 전직]				
QUEST_JOBSTEP_20150317_000875	哪裡可以找到水晶？	수정을 어디서 찾을 수 있는지 물어본다				
QUEST_JOBSTEP_20150317_000876	花漾盾牌[高地戰士轉職](1)	꽃보다 방패[하이랜더 전직](1)				
QUEST_JOBSTEP_20150317_000877	詢問任務為何。	임무가 무엇인지 묻는다				
QUEST_JOBSTEP_20150317_000878	花漾盾牌[高地戰士轉職](2)	꽃보다 방패[하이랜더 전직](2)				
QUEST_JOBSTEP_20150317_000879	盟約的義務[輕裝步兵轉職](1)	맹약에 대한 도리[펠타스타 전직](1)				
QUEST_JOBSTEP_20150317_000880	要去騎士團長烏斯卡那裏	기사단장 우스카에게 가보겠다고 한다				
QUEST_JOBSTEP_20150317_000881	盟約的義務[輕裝步兵轉職](2)	맹약에 대한 도리[펠타스타 전직](2)				
QUEST_JOBSTEP_20150317_000882	要尋找偵察部隊。	정찰부대를 찾아보겠다 한다				
QUEST_JOBSTEP_20150317_000883	有關誓約的道理[輕裝步兵轉職](3)	맹약에 대한 도리[펠타스타 전직](3)				
QUEST_JOBSTEP_20150317_000884	Notice/隨著蹤跡找尋偵察部隊！#5	Notice/흔적을 따라 정찰부대를 찾자!#5				
QUEST_JOBSTEP_20150317_000885	有關誓約的道理[輕裝步兵轉職](4)	맹약에 대한 도리[펠타스타 전직](4)				
QUEST_JOBSTEP_20150317_000886	火的精髓[烈焰法師轉職]	불의 정수[파이로맨서 전직]				
QUEST_JOBSTEP_20150317_000887	我會收集火之氣息	불의 기운을 모아 오겠다고 한다				
QUEST_JOBSTEP_20150317_000888	寒鐵的傳說[寒冰法師轉職](1)	한철의 전설[크리오맨서 전직](1)				
QUEST_JOBSTEP_20150317_000889	寒鐵的傳說[寒冰法師轉職](2)	한철의 전설[크리오맨서 전직](2)				
QUEST_JOBSTEP_20150317_000890	我找看看	찾아보겠다고 한다				
QUEST_JOBSTEP_20150317_000891	以後再說	나중을 기약한다				
QUEST_JOBSTEP_20150317_000892	宗教任務[聖火祭司轉職]	종단임무[크리비 전직]				
QUEST_JOBSTEP_20150317_000893	我會奉獻祈禱	봉헌 기도를 올리겠다고 한다				
QUEST_JOBSTEP_20150317_000894	現場過濾[劍士轉職]	현장 체질[소드맨 전직]				
QUEST_JOBSTEP_20150317_000895	詢問可以獲得覺醒的方法。	깨달음을 얻을 수 있는 방법에 대해 묻는다				
QUEST_JOBSTEP_20150317_000896	以後再來找你	나중에 다시 찾아 오겠다고 한다				
QUEST_JOBSTEP_20150317_000897	驅魔錄[聖水祭司轉職]	퇴마록[프리스트 전직]				
QUEST_JOBSTEP_20150317_000898	我要驅魔	퇴마를 행하겠다 한다				
QUEST_JOBSTEP_20150317_000899	努力不會背叛[法師轉職](1)	노력은 배신하지 않는다[위저드 전직](1)				
QUEST_JOBSTEP_20150317_000900	我要幫助研究	연구를 돕겠다고 한다				
QUEST_JOBSTEP_20150317_000901	努力不會背叛[法師轉職](2)	노력은 배신하지 않는다[위저드 전직](2)				
QUEST_JOBSTEP_20150317_000902	我去使用資料累積用卷軸後再回來	자료 축적용 스크롤을 사용하고 오겠다고 한다				
QUEST_JOBSTEP_20150317_000903	完美的聖水[牧師轉職](1)	완벽한 성수[클레릭 전직](1)				
QUEST_JOBSTEP_20150317_000904	我要治療病患	환자를 치료하겠다고 한다				
QUEST_JOBSTEP_20150317_000905	完美的聖水[牧師轉職](2)	완벽한 성수[클레릭 전직](2)				
QUEST_JOBSTEP_20150317_000906	Notice/治療夏奧雷伊礦山村莊的患者吧！#5	Notice/샤울레이 광산 마을의 환자를 치료하자!#5				
QUEST_JOBSTEP_20150317_000907	矛刃上的幸運[重裝步兵轉職]	창날 위에 선 행운[하플라이트 전직]				
QUEST_JOBSTEP_20150317_000908	我同意	동의한다고 한다				
QUEST_JOBSTEP_20150317_000909	我不同意	동의하지 않는다고 한다				
QUEST_JOBSTEP_20150317_000910	倒楣的魔族[念力法師轉職]	불운한 마족[사이코키노 전직]				
QUEST_JOBSTEP_20150317_000911	會帶來魔族的精髓。	마족의 정수를 구해 오겠다고 한다				
QUEST_JOBSTEP_20150317_000912	造箭者的秘訣[弩箭手轉職](1)	플레쳐의 비법[쿼렐슈터 전직](1)				
QUEST_JOBSTEP_20150317_000913	我會幫助你	도와주겠다고 한다				
QUEST_JOBSTEP_20150317_000914	造箭者的秘訣[弩箭手轉職](2)	플레쳐의 비법[쿼렐슈터 전직](2)				
QUEST_JOBSTEP_20150317_000915	告訴我你看見地圖的地方	지도를 본 곳을 알려달라고 한다				
QUEST_JOBSTEP_20150317_000916	總覺得靠我的力量不夠	왠지 내 힘으론 부족할 것 같다고 한다				
QUEST_JOBSTEP_20150317_000917	佩迪米安的互補者[弓箭手轉職](1)	페디미안의 보완자[아처 전직](1)				
QUEST_JOBSTEP_20150317_000918	我去找圓盾劍士大師	로델레로 마스터를 찾아 가겠다고 한다				
QUEST_JOBSTEP_20150317_000919	佩迪米安的互補者[弓箭手轉職](2)	페디미안의 보완자[아처 전직](2)				
QUEST_JOBSTEP_20150317_000920	我會消滅他	처치하겠다고 한다				
QUEST_JOBSTEP_20150317_000921	好像太危險了	너무 위험한 것 같다고 한다				
QUEST_JOBSTEP_20150317_000922	佩迪米安的互補者[弓箭手轉職](3)	페디미안의 보완자[아처 전직](3)				
QUEST_JOBSTEP_20150317_000923	佩迪米安探訪者[遊俠轉職](1)	페디미안의 탐문자[레인저 전직](1)				
QUEST_JOBSTEP_20150317_000924	會去見佩迪米安的侍從大師	페디미안의 스콰이어 마스터를 찾아 가겠다고 한다				
QUEST_JOBSTEP_20150317_000925	佩迪米安探訪者[遊俠轉職](2)	페디미안의 탐문자[레인저 전직](2)				
QUEST_JOBSTEP_20150317_000926	詢問告知的位置。	알려준 위치를 묻는다				
QUEST_JOBSTEP_20150317_000927	謹慎行動[工兵轉職](1)	조심스런 행보[새퍼 전직](1)				
QUEST_JOBSTEP_20150317_000928	我幫你取得需要的材料	필요한 재료를 구해다 준다				
QUEST_JOBSTEP_20150317_000929	謹慎行動[工兵轉職](2)	조심스런 행보[새퍼 전직](2)				
QUEST_JOBSTEP_20150317_000930	我去進行測試再回來	테스트를 해 보고 오겠다고 한다				
QUEST_JOBSTEP_20150317_000931	隱藏的卡片[邪靈祭司轉職]	숨은 카드[보코르 전직]				
QUEST_JOBSTEP_20150317_000932	我要去收集卡片	카드를 모아 오겠다고 한다				
QUEST_JOBSTEP_20150317_000933	尋找模特兒[雕刻師轉職](1)	모델 찾기[딥디르비 전직](1)				
QUEST_JOBSTEP_20150317_000934	我去把貓咪帶來	고양이를 데려 오겠다고 한다				
QUEST_JOBSTEP_20150317_000935	尋找模特兒[雕刻師轉職](2)	모델 찾기[딥디르비 전직](2)				
QUEST_JOBSTEP_20150317_000936	我會幫你尋找父親的蹤跡	아버지의 행적을 알아봐주겠다고 한다				
QUEST_JOBSTEP_20150317_000937	抱歉，我拒絕	안됬지만 거절한다				
QUEST_JOBSTEP_20150317_000938	尋找模特兒[雕刻師轉職](3)	모델 찾기[딥디르비 전직](3)				
QUEST_JOBSTEP_20150317_000939	去捉貓咪吧	고양이를 잡으러 가자				
QUEST_JOBSTEP_20150317_000940	休息一下再去捉	조금 쉬었다가 잡으러 가자				
QUEST_JOBSTEP_20150317_000941	引誘中/#SITGROPESET2/2/TRACK_BEFORE/None	유인 중/#SITGROPESET2/2/TRACK_BEFORE/None				
QUEST_JOBSTEP_20150317_000942	Notice/貓咪有興趣！	Notice/고양이가 관심을 보입니다!				
QUEST_JOBSTEP_20150317_000943	太陽照射之處[烈焰法師轉職](1)	태양이 비출 자리[파이로맨서 전직](1)				
QUEST_JOBSTEP_20150317_000944	我要進行	하겠다고 한다				
QUEST_JOBSTEP_20150317_000945	太陽照射之處[烈焰法師轉職](2)	태양이 비출 자리[파이로맨서 전직](2)				
QUEST_JOBSTEP_20150317_000946	Notice/將太陽之甕放在閱覽室中央！#8	Notice/열람실 중앙에 태양의 항아리를 잘 놓아두세요!#8				
QUEST_JOBSTEP_20150317_000947	寒鐵的奧秘[寒冰法師轉職]	한철의 신비[크리오맨서 전직]				
QUEST_JOBSTEP_20150317_000948	我接受條件	조건을 수락한다				
QUEST_JOBSTEP_20150317_000949	佩迪米安的守護者[法師轉職](1)	페디미안의 수호자[위저드 전직](1)				
QUEST_JOBSTEP_20150317_000950	為了魔法我什麼都做	마법을 위해서라면 뭐든 하겠다고 한다				
QUEST_JOBSTEP_20150317_000951	我以後再來	나중에 다시 찾아 온다				
QUEST_JOBSTEP_20150317_000952	佩迪米安的守護者[法師轉職](2)	페디미안의 수호자[위저드 전직](2)				
QUEST_JOBSTEP_20150317_000953	治療的使命[牧師轉職]	치유의 사명[클레릭 전직]				
QUEST_JOBSTEP_20150317_000954	我會治療人們	사람들을 치료해주겠다고 한다				
QUEST_JOBSTEP_20150317_000955	魔法的任務[巫師轉職]	마법의 과제[소서러 전직]				
QUEST_JOBSTEP_20150317_000956	答應和大師對決	마스터와 대련을 받아들인다				
QUEST_JOBSTEP_20150317_000957	逃避對決	대련을 피한다				
QUEST_JOBSTEP_20150317_000958	實戰證明[死靈法師轉職]	실전 증명[네크로맨서 전직]				
QUEST_JOBSTEP_20150317_000959	大自然的鍛鍊[德魯伊轉職]	대자연의 단련[드루이드 전직]				
QUEST_JOBSTEP_20150317_000960	我會進行對決	대련하겠다고 한다				
QUEST_JOBSTEP_20150317_000961	生存的教誨[野蠻人轉職]	생존의 가르침[바바리안 전직]				
QUEST_JOBSTEP_20150317_000962	連結[鎖鏈法師轉職]	연결[링커 전직]				
QUEST_JOBSTEP_20150317_000963	只談弓[獵人轉職]	활로만 말한다[헌터 전직]				
QUEST_JOBSTEP_20150317_000964	和大師對決	마스터와 대련하도록 한다				
QUEST_JOBSTEP_20150317_000965	自由與勇氣[高地戰士轉職]	자유와 용기[하이랜더 전직]				
QUEST_JOBSTEP_20150317_000966	我要證明我的能力	실력을 증명하겠다고 한다				
QUEST_JOBSTEP_20150317_000967	好像很危險	위험할 것 같다고 한다				
QUEST_JOBSTEP_20150317_000968	證明你是盾牌的主人[輕裝步兵轉職]	방패의 주인 증명[펠타스타 전직]				
QUEST_JOBSTEP_20150317_000969	我會證明	증명하겠다고 한다				
QUEST_JOBSTEP_20150317_000970	好可怕，我想逃	무서우니 피하겠다고 한다				
QUEST_JOBSTEP_20150317_000971	堅定的信仰[聖火祭司轉職]	부동의 신앙심[크리비 전직]				
QUEST_JOBSTEP_20150317_000972	我要透過對決得到肯定	대련으로 인정 받겠다고 한다				
QUEST_JOBSTEP_20150317_000973	培養信仰[聖水祭司轉職]	신성을 향한 단련[프리스트 전직]				
QUEST_JOBSTEP_20150317_000974	刀刃上的考驗[劍士轉職]	칼날 위의 시험[소드맨 전직]				
QUEST_JOBSTEP_20150317_000975	我會消滅米諾牛頭怪	미노타우로스를 처치하겠다고 한다				
QUEST_JOBSTEP_20150317_000976	阿爾科的考驗[百夫長轉職]	알코어의 시련[센츄리온 전직]				
QUEST_JOBSTEP_20150317_000977	靈魂的對決[聖者轉職]	영혼의 대련[사두 전직]				
QUEST_JOBSTEP_20150317_000978	你是裝蹄師還是禮儀師[刀騎兵轉職]	장제사냐 장례사냐[하카펠 전직]				
QUEST_JOBSTEP_20150317_000979	我接受對決	대련을 받아들이겠다고 한다				
QUEST_JOBSTEP_20150317_000980	風的通行儀式[巫蠱師轉職]	바람의 통과의례[무고사 전직]				
QUEST_JOBSTEP_20150317_000981	最強的攻擊是最強的防禦[圓盾劍士轉職]	최선의 공격은 최고의 방어[로델레로 전직]				
QUEST_JOBSTEP_20150317_000982	我會把強化的盾牌帶來	강화된 방패를 가져오겠다고 한다				
QUEST_JOBSTEP_20150317_000983	對劍的覺悟[侍從轉職]	검을 대하는 각오[스콰이어 전직]				
QUEST_JOBSTEP_20150317_000984	接受對決申請	대련 신청을 받아들인다				
QUEST_JOBSTEP_20150317_000985	魔法師留下的知識[奇術師轉職]	마법사의 남겨진 지식[쏘마터지 전직]				
QUEST_JOBSTEP_20150317_000986	請問是什麼委託？	부탁이 무엇인지 물어보자				
QUEST_JOBSTEP_20150317_000987	成為魔法師的方法[元素使轉職]	마법사가 되는 방법[엘레멘탈리스트 전직]				
QUEST_JOBSTEP_20150317_000988	林卡伊雷的認可[斥候轉職]	림가일레의 인정[스카우트 전직]				
QUEST_JOBSTEP_20150317_000989	接受大師的對決申請	마스터의 대련 신청을 받아들인다				
QUEST_JOBSTEP_20150317_000990	為女神敞開的路[聖殿十字軍轉職]	여신을 위하는 길[팔라딘 전직]				
QUEST_JOBSTEP_20150317_000991	洞察者[鐵甲騎兵轉職]	꿰뚫는 자[캐터프랙트 전직]				
QUEST_JOBSTEP_20150317_000992	我會展現我的能力	실력을 보여주겠다고 한다				
QUEST_JOBSTEP_20150317_000993	成為矚目的焦點[劍士轉職]	관심을 한 몸에[소드맨 전직]				
QUEST_JOBSTEP_20150317_000994	為了百姓與盾牌之劍[高地戰士轉職](1)	국민과 방패를 위한 검[하이랜더 전직](1)				
